City,State,Restaurant_Name,Place_ID,Price_Range,Rating,Ratings_Count,Lat,Lng
Madrid,MO,Pizza Hut,ChIJKcCLoBn4eIgRE-RAGR2TeBw,1,4,49,36.5909215,-89.5420783
Madrid,MO,Subway,ChIJ64FOxBj4eIgRneZdbONr0Ac,1,4.4,46,36.5903869,-89.5426113
Madrid,MO,El Braceros,ChIJ5X_hzhj4eIgRaKeo5NeZroc,2,4.2,59,36.5887216,-89.5446129
Madrid,MO,Casey's,ChIJOSY1raLyeIgRi8s1KBFGtf8,1,4.1,39,36.5880585,-89.545465
Madrid,MO,Backwater Grill,ChIJOX2-OgT5eIgRSt2mB3NaHT4,0,5,1,36.5865153,-89.5455992
Madrid,MO,Taster's Restaurant,ChIJQ2km9N1XeIgR0d5GuhpvLU0,2,3.7,160,36.5963852,-89.533586
Madrid,MO,The Snaggy Bend Café,ChIJ3WYfXsr5eIgR0JAfSVugxEM,0,4.6,27,36.589749,-89.5268789
Lilbourn,MO,Casey's,ChIJ-7_VCWz2eIgRbm3mXAST4GU,1,4.1,26,36.5976726,-89.6167581
Madrid,MO,Flavas Wings & More,ChIJXa4JHmr3eIgRbIGzHH7GM5k,0,0,0,36.568132,-89.6051908
Moore,AL,Restaurante El Ricolino-Supermarket and Restaurant,ChIJQRVWuieNiYgRiBWUfKrYXTA,0,0,0,34.0932063,-86.4112544
Corydon,IN,The Farmhouse Kitchen,ChIJI5oFv8E3aYgRfFEA0LjrsN4,0,5,3,38.2457523,-86.1347481
Corydon,IN,Long John Silver's,ChIJz4FYscg3aYgR0IJr-kIDZSg,1,3.6,254,38.2371447,-86.1256461
Corydon,IN,White Castle,ChIJGy1eTM83aYgRcBoTJOFCyg0,1,4.1,915,38.236732,-86.125778
Corydon,IN,Cracker Barrel Old Country Store,ChIJ71EZUTM2aYgRqTTD204f7cg,2,4.2,2176,38.2371343,-86.1279872
Corydon,IN,O'Charley’s Restaurant & Bar,ChIJZ-WNa8k3aYgRcikEoKmdOSU,2,3.8,1105,38.237629,-86.129293
Corydon,IN,Pizza Hut,ChIJ6TGYE8k3aYgRwC0u8xagMyk,1,3.5,381,38.2366064,-86.1280056
Corydon,IN,Lou's Pizza King,ChIJ0UAEmcg3aYgRN_dz5xjg2G0,2,4.3,50,38.2354777,-86.1247401
Corydon,IN,Yamato Japanese Steak House,ChIJ--yRv8s3aYgRgMGiLy5WimA,1,4.4,269,38.2369666,-86.1296626
Corydon,IN,El Nopal,ChIJ35Zo6sg3aYgRu6BjdcJtnqw,1,4.3,696,38.2354972,-86.1255598
Corydon,IN,Burger King,ChIJ-xnPSc83aYgRCoslSyG1i3c,1,3.6,479,38.2356138,-86.1266878
Corydon,IN,Taco Bell,ChIJZ-WNa8k3aYgRbjStj20OZVI,1,3.6,827,38.2360639,-86.1280771
Corydon,IN,Lee's Famous Recipe Chicken,ChIJV5aNNs83aYgRzbXarvZlPjM,1,4,382,38.2353187,-86.1265951
Corydon,IN,Wendy's,ChIJXYI_XTM2aYgRD6CxHcvXp_g,1,3.6,795,38.235787,-86.128228
Corydon,IN,Papa John's Pizza,ChIJa-VmttY2aYgRNYTHir6EI9c,1,3.9,175,38.236215,-86.130131
Corydon,IN,Waffle House,ChIJ3a49TM83aYgRryqsndr6lh8,1,4.3,794,38.2351618,-86.1272965
Corydon,IN,Beef 'O' Brady's,ChIJNVk8G8k3aYgRqqphzQHa_Tk,2,4.2,695,38.2351618,-86.1272965
Corydon,IN,Subway,ChIJQcM2vik3aYgRnyOcFBo9N-4,1,3.1,27,38.2354421,-86.1303431
Corydon,IN,Arby's,ChIJtYTBIco3aYgRb65-8SE8CJ0,1,4,738,38.2343416,-86.1279202
Corydon,IN,Culver's,ChIJ1w6F7co3aYgRIfbnZOLaw1A,1,4.5,1280,38.2334994,-86.1326006
Corydon,IN,Rita's Taco Shop,ChIJV34r1To3aYgRgSDEjcHcBtA,0,4.5,185,38.2328733,-86.1332138
Paris,KY,Mid Mart Restaurant,ChIJ8--Alo63Q4gRorj7YuOZ9-0,2,4.5,43,38.1419449,-84.1083398
City,CO,IHOP,ChIJm_B-VqiFFIcRtTgluYYIWvc,1,3.9,921,38.4476498,-105.1818667
City,CO,It's Just Wings,ChIJV9GAY_SFFIcRWdTEi6LzEKg,0,0,0,38.4476137,-105.1829839
City,CO,Chili's Grill & Bar,ChIJHUKAXqiFFIcRuYeJ05uKi3U,2,4.1,1126,38.4476137,-105.1829839
City,CO,The Lost Cajun,ChIJgXyMwAaFFIcRVJ_7w0f3J1I,0,4.4,255,38.4465489,-105.1835119
City,CO,Toreros Family Mexican Restaurant,ChIJu5BxJKaFFIcR8LG5xzof-_w,2,4.2,309,38.4463733,-105.1850633
City,CO,China Garden Restaurant,ChIJI2zJs6eFFIcRwW_LZxb_jbw,2,4.5,647,38.447993,-105.187582
City,CO,Subway,ChIJ-Vsb7KCFFIcRmlcZSv9awKo,1,3.9,65,38.4486955,-105.1915056
Penrose,CO,OverEZ Chicken Coop,ChIJf-q1A09GE4cRtFR5TUGkwZA,0,4.6,12,38.43336,-105.105635
City,CO,El Reynaldo's,ChIJY0Qw33eFFIcRr0BA01M5KR8,1,4.4,814,38.4471331,-105.2061404
City,CO,8 Mile bar and grill,ChIJT7TrQUqFFIcRt4QjltpCXHc,0,4,1,38.4479626,-105.206171
City,CO,In N Out Conoco,ChIJY0Qw33eFFIcRb9E9VOiJxTc,2,4.2,354,38.4469645,-105.206359
City,CO,Burger King,ChIJGVTLjXeFFIcR6x4WhGvhwAY,1,3.2,977,38.4483668,-105.2076624
City,CO,McDonald's,ChIJlYFAu_iEFIcRq0HbBt6XOQs,1,3.4,1414,38.4484445,-105.2137055
City,CO,Ortega's Restaurant,ChIJuXNqSX-FFIcR2iATiib-fFA,2,4.2,253,38.4468663,-105.2140492
City,CO,Jimmy John's,ChIJSd3D336FFIcR5-HmWpC1NN4,1,3.9,262,38.448387,-105.2150435
City,CO,Micheal Dean's Country Cafe,ChIJi36CrdOFFIcRIDEPA0UnW9g,0,5,27,38.4242392,-105.210644
City,CO,Bunk House Burgers,ChIJH9vl-H6FFIcRqlunL20CWaI,2,4.5,1232,38.448379,-105.2164183
City,CO,Old Mission Mexican Restaurant,ChIJCy-inoCPFIcRpJYK7Bnamqg,2,4,721,38.44856,-105.219764
City,CO,Subway,ChIJLeK4mYCPFIcRnWGm5bi4wCM,1,4.2,261,38.4485923,-105.2200813
City,CO,Village Inn,ChIJvSlolICPFIcRK9SM9rxEOE4,1,4.1,1011,38.448411,-105.220741
Meaford,ON,Ted's Range Road Diner,ChIJpxQ-AN1SK00R4SSrsqamYI0,2,4.7,306,44.6342072,-80.6624676
Brunswick,ME,Paul's Marina,ChIJFYllkzyArUwRp8BEKM83wH8,0,4.8,66,43.833217,-70.010971
Harpswell,ME,School House 1913,ChIJE9hxWHSBrUwR0ETval5RVF0,0,4.8,21,43.8235912,-69.9640762
Harpswell,ME,Allen's Sea Food,ChIJN38Yn29_rUwRJddZmojL2g0,0,4.9,59,43.807429,-69.9931124
Brunswick,ME,Gurnet Trading Co.,ChIJmSCJyFiBrUwR7U9kzvAyPiY,2,4.5,211,43.865352,-69.9141254
Brunswick,ME,Warmings Market,ChIJdUOnqDiHrUwR2zGYYCpMtCc,1,4.4,124,43.9023235,-69.9672579
Freeport,ME,Wolfe's Neck Farms Café,ChIJ79b4HAqAskwRGvGlnhVph4k,0,4.7,23,43.830704,-70.06784
Harpswell,ME,Whidden Lobster,ChIJIR-F_iV_rUwRSy4wC-_3ETU,0,4.7,6,43.7836153,-69.985781
Brunswick,ME,Jack Magee's Pub and Grill,ChIJEUMeBhWHrUwRNpF_kGse2Eo,0,4.9,12,43.9081539,-69.9601328
Prague,OK,Flame,ChIJZc2eg2rps4cRKcmDGdLbAHw,0,0,0,35.4878737,-96.6857251
Prague,OK,The Kitchen,ChIJyYXHClrps4cRJtmjPfoEeE0,0,4.4,73,35.4877314,-96.6861036
Prague,OK,Destinations,ChIJa8HFQ2rps4cR1kI0bztDTQo,2,4.3,187,35.4863612,-96.6867615
Prague,OK,Subway,ChIJA9g0E2rps4cRqgR102tKSa0,1,4.4,67,35.4860498,-96.6861721
Prague,OK,Cow Pokes BBQ,ChIJr_O093Lps4cRIM-A8-nKE-c,2,3.9,227,35.4869403,-96.6887493
Prague,OK,Sonic Drive-In,ChIJl2D0vGvps4cReIatsGLtkgw,1,3.8,296,35.4863951,-96.6889791
Prague,OK,Good spirits,ChIJf80vwGnps4cRdPuLkFTRnww,0,0,0,35.4837106,-96.6909225
Prague,OK,Ken's Pizza,ChIJbX_1nXPps4cR7W3hxyta1vg,2,3.6,208,35.4863801,-96.7020063
Prague,OK,Juana's Mexican Restaurant,ChIJOxrl92nps4cROfYNjEQ8CPs,2,4.3,174,35.4709608,-96.6801956
Benton,MS,Colemans Steak House,ChIJ42r7Tb7sKYYRshtfxJR-vmI,2,4.5,48,32.8272517,-90.2603459
Pinehurst,GA,Subway,ChIJ8YTjfkUt8ogRxApq8K79Ieg,1,4.1,44,32.1904529,-83.7493425
Unadilla,GA,Allstate Truck stop - Country Restaurant,ChIJSxTw14vS84gRJrNARCGwUBA,0,2.5,12,32.2434165,-83.7464283
Unadilla,GA,Country Buffet & Restaurant,ChIJofEFHF3S84gR7gPemKMOoD4,0,3,54,32.2452778,-83.7455556
Unadilla,GA,Dairy Queen Grill & Chill,ChIJL6JpY2DS84gRoJmke37mpos,1,3.3,304,32.2497249,-83.7425458
Unadilla,GA,Subway,ChIJk2_1PUPS84gRHkGsP5mHVac,1,4.2,99,32.2504673,-83.7415572
Unadilla,GA,Don Ponchos Mexican Restaurtant,ChIJEYYNC17S84gRol6oU9VJofM,0,0,0,32.2519866,-83.7399608
Unadilla,GA,Else Chester chicken,ChIJayaQ3GjS84gR-3yWDoLwjDw,2,3.5,35,32.2595002,-83.7462461
Unadilla,GA,Chevron,ChIJwTix0mjS84gRDYCbQKgvn2s,0,1.8,13,32.2598095,-83.7462106
Unadilla,GA,The 57 Diner,ChIJfQFsDkTS84gREdttscIoJOg,1,4.6,87,32.2622246,-83.7354721
Unadilla,GA,Cree-mee Dairy Bar,ChIJfXoGaj_S84gR7JwdusJ4m9Q,1,4.4,68,32.2694028,-83.737171
Ione,WA,Plazza Pizza,ChIJW1R2h3b5YlMRAVMwmoE0jdY,0,3.9,12,48.7403185,-117.4177592
Ione,WA,Ken's Grill & Bar,ChIJPXPJXHb5YlMRyuQjFxoUhxk,0,4.5,13,48.741128,-117.42019
Ione,WA,The Block Bar n Grill,ChIJ-5XfKHb5YlMRaqNpF1udUgE,2,4.6,74,48.7408256,-117.4224548
Ione,WA,Block bar & grill,ChIJ891guz75YlMR5MoerVjD2NQ,0,0,0,48.7408574,-117.4233821
Tecumseh,KS,Magma barbecue,ChIJUWftG7kFv4cRAUiCdrHBbvg,0,2.3,3,39.046999,-95.5759683
Tecumseh,KS,Taco Bell,ChIJYXCPVdcRv4cRHEP4HfLLUgI,1,3.5,11,39.0199627,-95.5099027
Tecumseh,KS,Pizza Hut Express,ChIJ7YP4_tkRv4cRTmp3oCQTCgg,1,3,7,39.019541,-95.5093458
Tecumseh,KS,Dunkin',ChIJn1ydZl8av4cRMI5kYG5Zl2Y,1,2.9,48,39.019486,-95.5091847
Tecumseh,KS,Hardee's,ChIJSzrm_2wFv4cRWDTgdzr-bBs,1,3.2,57,39.0194781,-95.5090463
Grantville,KS,Country Home Cafe,ChIJ_1hCC_IFv4cRLW4k9m8Nh9Y,1,4.5,226,39.0885153,-95.5729528
Grantville,KS,Kangaroo Express,ChIJNUTP6-0Fv4cRsuDS0bo_LFQ,1,4,1,39.088395,-95.5734483
Cambridge,ON,Vinos Pizza,ChIJGQznYod3LIgRBq4CTZOtHtU,0,3.5,80,43.3445347,-80.2780867
Cambridge,ON,Subway,ChIJa0m_GAd3LIgRri3SlwqF1rM,1,4.1,182,43.3398986,-80.3127786
Cambridge,ON,Tim Hortons,ChIJaQymoAd3LIgRX-OTVyx_2eg,1,3.7,587,43.3407133,-80.3127716
Cambridge,ON,CT Shawarma,ChIJw7_-gph3LIgR4YXJkmgdAVo,1,4.5,690,43.3472277,-80.298977
Cambridge,ON,Double Double Pizza & Chicken,ChIJiQDBb6J3LIgRg7gP_zx5cVE,1,3.1,125,43.347255,-80.298912
Cambridge,ON,Domino's Pizza,ChIJAwCDFml3LIgRRvmgfXXP038,1,3.8,21,43.3534914,-80.2882495
Cambridge,ON,Tony's Family Diner,ChIJcan_AZJ3LIgRvL3Xrk5o_xw,1,4.5,657,43.353657,-80.2880967
Cambridge,ON,Boston Pizza,ChIJfcrKlo13LIgRsavVECkwqBU,2,4,627,43.3541097,-80.2856696
Cambridge,ON,Pita Pit,ChIJS1N-EJJ3LIgRURzLo4YBv_w,1,4.2,118,43.3540702,-80.2886307
Cambridge,ON,Subway,ChIJS1N-EJJ3LIgR8lEY4Tnobe4,1,3.6,108,43.3544117,-80.2887592
Cambridge,ON,Twice The Deal Pizza,ChIJS1N-EJJ3LIgR82r5CzsQrIE,1,3.5,251,43.3544941,-80.2887532
Cambridge,ON,Wendy's,ChIJ_ai-AZJ3LIgRDHfhJRqIvG4,1,3.8,689,43.3551139,-80.2859391
Cambridge,ON,Tim Hortons,ChIJ-xmjpI13LIgRSCcJOzAwWTI,1,3.8,731,43.3555507,-80.2856954
Cambridge,ON,Al's pizza & wings,ChIJP1qGimV3LIgR96pTxqReBXk,0,4.3,62,43.3501699,-80.3069038
Cambridge,ON,Tito's Pizza,ChIJf1nE2aR3LIgRXfqYQjadXGI,1,3.6,104,43.3501699,-80.3069038
Cambridge,ON,Fast Eddie's Hamburgers,ChIJUfKgQpJ3LIgRSaJ_UtLEE5I,1,3.8,238,43.3556387,-80.2896614
Cambridge,ON,Capri Pizza,ChIJuwJ7VZJ3LIgRDgQ4hRyh4IQ,1,4.5,218,43.3562723,-80.2907148
Cambridge,ON,Chuck's Roadhouse Bar & Grill,ChIJWSLQ4SJ3LIgRDIV3HaqzMlM,1,3.7,878,43.3562978,-80.2910666
Cambridge,ON,Bento Sushi,ChIJD9fz_Tt3LIgRqZXEbqpXrf0,2,1,1,43.3569058,-80.2892944
Cambridge,ON,Swiss Chalet,ChIJ3YizdJJ3LIgR7xJloRkZ5Ys,2,3.5,540,43.356846,-80.29033
Percival,IA,Wendy's,ChIJU4mGj6BelIcRYP_vGjlrCog,1,3.8,473,40.6899483,-95.7888047
Percival,IA,Godfather's Pizza,ChIJ9XzTtc1elIcRs6-LAH6La-g,2,3.8,9,40.688634,-95.7920463
Percival,IA,Apple Barrel Restaurant,ChIJ722z-6BZlIcRqTTJn9WJY0A,2,4.2,545,40.6904059,-95.7901289
Percival,IA,Subway,ChIJgSZjNKBZlIcRJzCEAvPn4BQ,1,3.7,124,40.6902713,-95.7920421
Hamburg,IA,Whiskey Springs,ChIJuyvIlrj3lIcR1ygBSu0oOKs,0,4.6,90,40.6935272,-95.6955261
City,AR,Jolley's & the Backwoods Grill,ChIJcYBFAGKJMYYRNzwOeSOcAvM,0,5,1,33.0436344,-92.9297468
Springs,AR,Molly O'Brien's,ChIJU2ZDZ1AwzYcR7K2MGAiBXhY,2,4.3,277,34.6168594,-92.9052124
Village,AR,Xplore Lakeside Restaurant,ChIJoexh4yYxzYcRo32WNIOmJiM,0,4.1,134,34.624158,-92.8999457
Village,AR,Mulligan's,ChIJOar25Hw6zYcR1zpq8A7bxxo,2,4.6,112,34.6502173,-92.8948529
Village,AR,Casa Coronado Restaurant,ChIJh65AavcvzYcRzukYW6mWzuM,0,4.5,11,34.6437851,-92.9467393
Village,AR,Columbus Grill Isabella Golf,ChIJUdO6K7QwzYcRzDu7Z3DdWUw,0,4.5,6,34.6329809,-92.8624874
Lonsdale,AR,Subway,ChIJD2oQxzE3zYcRbQhsWMkmHq8,1,4,48,34.620461,-92.8576587
Lonsdale,AR,Tanners Neighborhood Bar & Grille,ChIJKf2DyjI3zYcREPNWWLVb2V0,2,4.5,303,34.6204452,-92.8576202
Village,AR,Shell,ChIJU5groYUwzYcRLIpTQsoL8fE,2,3.5,42,34.621971,-92.856778
Village,AR,Beehive Neighborhood Hangout,ChIJf6LK1lklzYcRsPrtkkaqtaE,2,4.4,192,34.6532428,-92.9480356
Village,AR,Granada grill,ChIJq1oxN80wzYcR89Q5COfhWsE,2,4.4,62,34.6496581,-92.8624223
Elko,NV,Lone Mountain Station,ChIJtWOsFFAjpoARz3tWIO_pRo8,2,4.7,78,41.1566476,-115.8425181
Jones,CA,Five Marys Burgerhouse,ChIJH3leOJs8zlQRe5vp0v5givA,2,4.6,265,41.6065556,-122.8424639
Jones,CA,"The Gifted Horse Lodge, Deli, & Wild West Gifts",ChIJMb2x0Jc8zlQR_rQWhynRC-k,0,4.6,93,41.6061693,-122.842058
Jones,CA,Victor's Méxican Food,ChIJxwB8S5s8zlQR5rvCM8LbbAE,0,4.2,58,41.6072635,-122.8420636
Lancaster,VA,Lancaster Tavern and Inn,ChIJkwrfsH2nsIkR1aM1x2Pf4WU,0,0,0,37.69651,-76.4986
Irvington,VA,Fish Hawk Oyster Bar,ChIJtcq7_74JuokR2rZ6QVe-VdM,0,4.2,14,37.6643693,-76.4328218
Irvington,VA,Chesapeake Restaurant & Terrace,ChIJw3BSuWgJuokRe-jZMVBzis8,0,5,2,37.6643693,-76.4328218
Wier,TX,Memaws Kountry Fixin's,ChIJUdCiuK_RO4YRPZyqu_O0i4w,0,4.9,43,30.7401905,-93.6394729
,,,,,,,,
Zurich,ON,Sunshine Chinese Family Restaurant,ChIJs5V4JuwxL4gRrthUU_7BaVQ,0,4.4,44,43.4010019,-81.7079152
,,,,,,,,
Zurich,ON,White Squirrel Golf Club and Restaurant,ChIJFzgMEBYsL4gRtp036CLB24o,0,4.5,148,43.4023106,-81.7065989
Lake,NB,Skiff Lake Canteen,ChIJawWxTKKrpUwRIEGnxwUuJQ0,0,4.9,8,45.8275851,-67.5480664
Malabar,FL,VenPaca Latin food,ChIJdaeT7d0T3ogR-Cb91yjV0Pk,0,4.5,68,28.0032836,-80.5633837
Malabar,FL,The Watermark Grille,ChIJNUG3zKET3ogRFu1heXGjkiw,0,4.8,69,28.0032836,-80.5633837
Malabar,FL,Malabar Mo's,ChIJH7MOYGsT3ogR5_C4sPqhu7w,1,4.4,987,28.00385,-80.564602
Malabar,FL,El Platanito FOOD TRUCK,ChIJgTh6HNQT3ogR-nQvDYO9968,0,5,1,28.0039196,-80.563961
Malabar,FL,Ven Pa Ca,ChIJ68M_lccT3ogR7ZzmAN9iTuE,0,5,1,28.0041949,-80.5648568
Malabar,FL,Espresso Self,ChIJqYFGIA0T3ogRmbn8ZvLbW0c,0,5,3,28.0041949,-80.5648568
Malabar,FL,Double E Grill,ChIJ9VmvHPMT3ogRgq9ckr6heGs,0,0,0,28.0044365,-80.5642774
Malabar,FL,Mofongo,ChIJSdDTaQ0T3ogRercKc5H3Kgo,0,4.9,22,28.0110378,-80.5676193
Malabar,FL,Mr K Food Store,ChIJOdh_eq0S3ogRi6gdvp4xyDQ,0,5,2,27.9812648,-80.6216713
Malabar,FL,Yellow Dog Cafe,ChIJ5y-FIg0T3ogRysCisKsg6lA,3,4.7,736,28.01228,-80.567237
Bay,FL,Vanish Auctions Online Auctions - Restaurant Equipment Liquidation,ChIJ1whHOLAS3ogRqX7gAnBoSiI,0,4.3,12,27.9882734,-80.6202467
Bay,FL,Rose Garden Caribbean Restaurant,ChIJfSogPOgT3ogRMOlq0su1KTY,0,5,4,27.9980705,-80.6145879
Bay,FL,Copper Chimney Grill And Bar,ChIJayKGJ2Ft3ogRDJ6DyktsN2w,2,4.2,503,27.953366,-80.627817
Valkaria,FL,Boathouse Pub,ChIJR4e9anFr3ogRu___lICVP9M,1,4.4,152,27.9342772,-80.529352
Valkaria,FL,The Old Fish House Bar and Grill,ChIJqf1ManFr3ogRHz7X2sblAQ0,2,4.3,911,27.9343132,-80.5280222
Bay,FL,The Shack Riverfront Restaurant and Out Back Tiki Bar,ChIJNTbvLwoT3ogRqd-O10abd7I,2,4,1056,28.0190731,-80.5703582
Bay,FL,Loreen's Village Cafe,ChIJL1RClDUT3ogRcKVSN2gM3-E,1,4.5,122,27.997845,-80.6228685
Beach,FL,Cafe Coconut Cove,ChIJ952QlJEU3ogR23KJxjS4ZSM,2,4.7,452,28.00564,-80.5299301
Valkaria,FL,Rib City at Grant Station,ChIJdaycLnRr3ogRnd7DBEHctBY,2,4.4,944,27.9291504,-80.5267978
Valkaria,FL,Big Dogs BBQ,ChIJi1qTOXRr3ogRUnD1W_LJz18,1,4.7,119,27.9297222,-80.5261111
Gap,TX,Perini Ranch Steakhouse,ChIJ4YxxYUb0VoYRVzT_Nne_U4o,3,4.7,876,32.2716534,-99.8440021
Loveland,CO,Jamoka Joe's,ChIJk83FcJpRaYcRja1w5I2Px30,0,4.8,206,40.4072652,-105.1414367
Loveland,CO,The Wapiti Colorado Pub,ChIJx1u5nJ1RaYcR3o6FtSuAxQY,2,4.3,263,40.3987649,-105.1420288
Loveland,CO,Windjammer Roadhouse Bar & Grill,ChIJWWqfugdaaYcRQEiS26trdi0,2,4.2,251,40.3572024,-105.2218805
Loveland,CO,"Fireside Cafe & Catering, Located inside of Group Publishing",ChIJZWaLfoZRaYcRlS_IMzdE8m4,0,4.4,54,40.4084401,-105.1323665
Loveland,CO,Berthoud Brewing Loveland,ChIJ63r9x39RaYcR10M4wO5VPGI,0,4.1,168,40.407814,-105.1296615
Loveland,CO,Dairy Delite,ChIJTxp7BCxSaYcRav58vfhn0wQ,1,4.7,986,40.4069541,-105.1193354
Stigler,OK,Ruben's Mexican Restaurant,ChIJz7hNfEOGtYcRCwxJT_tZPmc,1,4.2,141,35.2519444,-95.1166667
Stigler,OK,Sonic Drive-In,ChIJObHmB0OGtYcRhNRfsmYiHV4,1,3.8,312,35.2521909,-95.1190433
Stigler,OK,Casey's,ChIJq-K9UCGHtYcRR4mF1-D2FLo,1,4.4,18,35.2523396,-95.1185928
Stigler,OK,"Simple Simon's Pizza - Stigler, OK",ChIJ8xUgUUKGtYcRXBzSPemdb18,1,4.7,18,35.2525266,-95.1203003
Stigler,OK,Shellys Cafe,ChIJ3bjpXWmGtYcRRrhPXwdj75c,1,4.4,347,35.2527553,-95.1204909
Stigler,OK,Pizza Hut,ChIJD9kyqkOGtYcRAdCmpZGB_VI,1,3.5,200,35.2532399,-95.1204159
Stigler,OK,Spring Garden,ChIJi3UyZWmGtYcRka9MW6mS96E,1,4.3,211,35.2545036,-95.1256389
Stigler,OK,Miss M's Tea Room & Restaurant,ChIJ55Ixe2mGtYcR6cA2ZuN8ZFI,0,4.8,35,35.2547659,-95.1255325
Stigler,OK,McDonald's,ChIJw7Gc50SGtYcRnFJyXOk1BkM,1,3.7,358,35.2540828,-95.109529
Stigler,OK,Rebel's Diner,ChIJFXaKWkKGtYcRb8QJ2Ibiyo4,0,4.2,77,35.2546005,-95.1279983
Stigler,OK,WestEnd Bar And Grill,ChIJmXW6aZGHtYcRbuELGZ0HKfs,0,4.3,28,35.2556807,-95.1333698
Stigler,OK,Subway,ChIJv5af50SGtYcRYBpP8PnhuL4,1,3.4,28,35.2566432,-95.1074908
Stigler,OK,Rosita's Mexican Restaurant,ChIJd1sdWZmHtYcRSYDz-yhwh_A,0,4.5,26,35.2559348,-95.135373
Stigler,OK,Charlie’s Chicken,ChIJmUnbPQyHtYcRxx15K0Jbh9I,0,3.6,39,35.2600861,-95.1002547
Stigler,OK,La Paloma Mexican Grill,ChIJrzu1e5OHtYcR2aZYQz0PdSM,1,4.6,218,35.2601056,-95.0750006
Reserve,NM,Ella's Cafe,ChIJ5ydZowEBJ4cRrHJt1vfcOhs,0,4.3,98,33.711989,-108.7579507
Reserve,NM,Adobe Does BBQ,ChIJ7SH-cgABJ4cR6l7plDDsAyw,2,4.4,42,33.711959,-108.7583875
Reserve,NM,Carmen's,ChIJ5ydZowEBJ4cRBGZchad6wTw,0,4.2,61,33.7138189,-108.7578306
Arlington,MA,My Brother's Place,ChIJ55OtjPh244kRscI8iPHpRfM,2,3.9,57,42.411627,-71.14334
Medford,MA,Joe Pizza,ChIJzRs0UPR244kRlUtHwVZUsLo,2,4.2,148,42.4205372,-71.1413538
Arlington,MA,Dunkin',ChIJmS2vXfl244kRUB1XzkiVjHw,1,4.1,164,42.4099812,-71.1393626
Arlington,MA,Dunkin',ChIJ22mv-1Z244kRhTf42q9rKhs,1,4.1,149,42.4122774,-71.1485982
Arlington,MA,Fusion Taste Arlington,ChIJrRSlSVd244kRT6P72xNcjcs,2,4,182,42.4144808,-71.1502586
Arlington,MA,Brickstone Cafe,ChIJgyAESld244kRB2GRkqMh4JA,1,4.3,103,42.4145266,-71.150356
Arlington,MA,Sabzi Restaurant,ChIJEYD-kVZ244kRRXmKTb8IvU0,2,4.3,273,42.4113276,-71.1485366
Arlington,MA,Twyrl Pasta Bistro,ChIJt-9kSld244kRJJdlz7QTICw,2,4.6,211,42.4146251,-71.1504828
Arlington,MA,Menotomy,ChIJI2ofTgt344kRa8J23K6-yvU,0,5,1,42.4149119,-71.1506568
Arlington,MA,WooRi Korean Fusion Grill,ChIJlYieslB244kRkAGjcYArJBg,2,4.5,227,42.4149401,-71.1506764
Arlington,MA,Lucky Dragon Chinese Restaurant,ChIJoe90rVB244kRBeMaDmZF1o4,0,4,41,42.4151114,-71.1509407
Arlington,MA,La Victoria Taqueria,ChIJJ8xirVB244kRRvtF0kgbPuE,1,4.7,665,42.4150978,-71.1509799
Arlington,MA,Starbucks,ChIJ9YGBs1B244kRsESgjoHFHWQ,2,4.3,231,42.414731,-71.150948
Arlington,MA,bp,ChIJGRM9wlV244kRpMs3ymT_0AY,0,3.3,84,42.4093732,-71.1464699
Arlington,MA,Taipei-Tokyo,ChIJjeWVyhZ344kRjNEoEwl919A,0,4.5,10,42.4143256,-71.1511352
Arlington,MA,Rangla Punjab Indian Cuisine,ChIJhaqTYwV344kREFbtMvDcoEM,2,4.1,151,42.4144317,-71.1513535
Arlington,MA,Indo Yums Arlington,ChIJZ1GHuPZ344kRYi8WlEWq1S8,0,0,0,42.4144093,-71.1513732
Arlington,MA,Boyles Market - Subs & Deli,ChIJoTO29ft244kRuKQARiGc960,1,3.6,38,42.408653,-71.13774
Arlington,MA,Acitron Cocina Mexicana,ChIJ6yZ3u1B244kRJqNMZVlJVxg,2,4.5,484,42.415175,-71.151799
Arlington,MA,Noodle Market,ChIJm5gdv1B244kR6eOaFUmr7Ts,2,4.2,169,42.4148288,-71.1519838
Jennings,LA,Shell,ChIJW3J4_BZaO4YRAubwO-xMx3E,2,3.2,17,30.2400594,-92.6350186
Jennings,LA,Verona Italian Restaurant,ChIJo_mhDQxZO4YRcNEXwXggtr0,0,5,1,30.223334,-92.6569718
Jennings,LA,Tuscany’s Italian Resturant,ChIJZ1o5YclZO4YRJg5G6q1d4Qg,0,4.6,27,30.223334,-92.6569718
Jennings,LA,Catering By Andrea Inc,ChIJ5cp-MoBZO4YRxuOPIC36KHs,0,4.3,21,30.2214116,-92.6586604
Jennings,LA,Alexis Diner and Krispy Krunchy Chicken,ChIJF_iHMndZO4YRpPyoVYSztdc,0,4.2,38,30.2110654,-92.664173
Jennings,LA,HoBo's Deli & Convenience Store,ChIJKSktE9NbO4YRHFqFetMrRcU,0,4.4,7,30.2317759,-92.6557053
Jennings,LA,Rocket Drive In,ChIJOUQumyxaO4YRQ9RpCjR-EyE,1,4.6,547,30.2314291,-92.6565259
Jennings,LA,Sno-B's Express,ChIJNVW459FbO4YRVr_b11ITzGY,0,5,1,30.2343989,-92.6538353
Jennings,LA,Soul Food Express,ChIJ4xXCa35ZO4YRFZJlp4QqN2k,0,4.5,4,30.2226079,-92.6625931
