City,State,Restaurant_Name,Place_ID,Price_Range,Rating,Ratings_Count,Lat,Lng
Shenandoah,IA,Tabor Ia,ChIJSx1Xx2jBlIcRGqDy4mlmNdQ,0,0,0,40.7666169,-95.3634714
Shenandoah,IA,The Sanctuary Restaurant,ChIJk9zcOu3BlIcRC6QaJsWjaXE,2,4.7,143,40.7642721,-95.3735128
Shenandoah,IA,Sheri's,ChIJWcECH5PBlIcRpgS1AATfM14,0,4.3,70,40.7656883,-95.3715661
Shenandoah,IA,Win Wang Chinese Buffet,ChIJ8XJ-HpPBlIcRmhDecXF6siw,1,3.7,95,40.765832,-95.371402
Shenandoah,IA,Nishna Valley Cafe - Lu and Al’s,ChIJgX_pK5PBlIcRxE4cv_swVv0,1,4.5,74,40.7660651,-95.3732415
Shenandoah,IA,Depot Restaurant & Lounge,ChIJSUUwyO3BlIcR2KvJpvSU8vU,1,4.4,456,40.7664525,-95.3759206
Shenandoah,IA,Subway,ChIJf_pCyfrBlIcR4s4QhB1nB3w,1,4.5,136,40.7619813,-95.3844557
Shenandoah,IA,Mondo's Restaurant,ChIJUYbDFeXBlIcR4NWJQh-g_eM,1,4.1,285,40.7632124,-95.3845882
Shenandoah,IA,McDonald's,ChIJRz71x_rBlIcRZPlL6yE8Prg,1,3.5,433,40.761948,-95.3856191
Shenandoah,IA,Burger King,ChIJvQRMDOXBlIcR8suy96d3nTs,1,3.5,233,40.7643198,-95.3846359
Shenandoah,IA,El Porton Mexican Grill,ChIJFdIHx_rBlIcRGEOqpYVfkMg,2,4.2,371,40.7624205,-95.3870884
Shenandoah,IA,Pizza Hut,ChIJw7Yto-XBlIcRY9o6ENj9g0s,1,3.4,117,40.7652197,-95.3855297
Shenandoah,IA,China Gate,ChIJ0_HBvOXBlIcRGPPjCkZ_Wn0,1,4.2,80,40.7655349,-95.3856263
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Pleasant,UT,Leticia's el Sabor latino,ChIJUZLtNlkVTIcRbgqFgY0R9b4,0,4.8,15,39.5469561,-111.4577948
Pleasant,UT,Main Street Pizza Mt. Pleasant,ChIJiyQTMj8VTIcRBMnAM7_Zyf4,1,4.3,106,39.5469038,-111.4569915
Pleasant,UT,Rodger's Dairy Freeze,ChIJ7T-EGz8VTIcRzyKjYOc1i0s,1,4,308,39.5469442,-111.4556249
Pleasant,UT,Wheeler's Drive-In,ChIJS7CvkT4VTIcRTNe-PQyA9JY,2,4.2,412,39.5449204,-111.4557635
Pleasant,UT,Subway,ChIJiRQFCiMVTIcROEUufCzfP2I,1,3.6,83,39.5321137,-111.4635307
Pleasant,UT,Cavalier Pizza,ChIJ7xMFCiMVTIcRyRNZzMgUQUA,2,4.4,294,39.5321094,-111.4633312
Fairview,UT,Home Plate Café,ChIJIU2jrSI_TIcRskv7GFIBD_c,2,4.1,383,39.6314543,-111.4394918
Beetown,WI,Valley Public House,ChIJP82BfMfA_IcRxEV_efSvtxs,0,4.3,46,42.795008,-90.886288
Potosi,WI,Burton Tavern,ChIJg9C-C-_F_IcRo2cfQmHxHQU,1,4.6,56,42.7184878,-90.8148647
Karthaus,PA,Riverfront Bar & Grill,ChIJvXr9MzMlzIkR3fGJYa3xUnM,0,4.4,46,41.1176774,-78.1102979
Karthaus,PA,Quehanna Lodge Bar & Grill,ChIJvTWQUKI6zIkRpJZewPOKG38,0,4.6,199,41.1390495,-78.131607
Darlington,SC,Mayflower Seafood Restaurant,ChIJo2za6DtwVYgRbZhIfB8XVUg,1,4.5,1672,34.2988433,-79.9372406
Darlington,SC,Sara's Porch,ChIJTULKUyFvVYgRt26LLCnkzug,0,4.5,173,34.3109715,-79.8999405
Darlington,SC,Raceway Grill,ChIJ0-xC6cZvVYgRlrMAgcG3tuQ,1,4.7,268,34.2969529,-79.9003931
Gallup,NM,The 505 Burgers & Wings,ChIJwWrwJFzeJIcRuLKsA9Ts9Yo,2,4.5,540,35.5070688,-108.7430805
Gallup,NM,Rocket Cafe,ChIJVXVqdPXeJIcR_pccGHgHmtE,2,4.1,307,35.5095042,-108.7380539
Gallup,NM,Cocina De Dominguez,ChIJSZ_BAfXeJIcRJaMGuC_n6Xo,2,4.3,315,35.512501,-108.739273
Gallup,NM,Peewees Kitchen,ChIJhTPCAfXeJIcRO0-o8GiG5pA,0,4.5,62,35.5129203,-108.7392654
Gallup,NM,Badlands Grill,ChIJZa-yOJ0gJYcRPTmsdXR2jD8,3,4.2,246,35.5155178,-108.7811185
Gallup,NM,McDonald's,ChIJqeZBJe4gJYcRDuNoCxECvU0,1,3.6,722,35.5171333,-108.7756455
Gallup,NM,El Charrito,ChIJZa-yOJ0gJYcRSMTHzehNkWE,2,4.3,251,35.5174099,-108.7747707
Gallup,NM,Blake's Lotaburger,ChIJZa-yOJ0gJYcRXCRL4rGe5is,1,4,408,35.5175275,-108.7742232
Gallup,NM,Sonic Drive-In,ChIJZxBEJe4gJYcRWRv_uPgB0-w,1,3.7,466,35.5183715,-108.7716674
Gallup,NM,Taco Shack,ChIJjR13tfbfJIcRNlyRvubH_Eo,0,4.1,27,35.5168615,-108.7396117
Gallup,NM,Garcia's Sunset Grill,ChIJs7p7_hvfJIcRQWi7954z4CU,2,4.4,71,35.520471,-108.764901
Gallup,NM,Sandra’s Place,ChIJZa-yOJ0gJYcRnQqv2O7Yqsk,0,4.6,204,35.521414,-108.761969
Gallup,NM,Mexican Springs Food Distribution,ChIJ3UC9cx7fJIcROb3n6-YXLnc,0,0,0,35.5216128,-108.7613493
Gallup,NM,Oasis Mediterranean restaurant,ChIJM04yl-neJIcRVjRjEzLuGrs,2,4.8,390,35.5221399,-108.7602667
Gallup,NM,El Sombrero Restaurant,ChIJ_Qcd5uHeJIcRJmEr8pyLndY,2,3.8,696,35.5223832,-108.7591218
Gallup,NM,Blake's Lotaburger,ChIJO9cay-3eJIcRaZaS8g9IgEU,1,3.9,330,35.5197295,-108.7403045
Gallup,NM,Virgie's Restaurant & Lounge,ChIJZa-yOJ0gJYcRzKUVGmXSecU,2,4.1,550,35.510993,-108.8033875
Gallup,NM,Genaro's Cafe,ChIJB4p5tOjeJIcRDpNW55Xfa7I,2,4.5,717,35.5239944,-108.7468109
Gallup,NM,Don Diego's Restaurant & Lounge,ChIJZa-yOJ0gJYcR4nZhVtBFFRs,2,4.3,828,35.525193,-108.7503751
Gallup,NM,Gordo's Restaurant,ChIJF1u6RebeJIcRtv2ag5D1dsU,2,4.5,270,35.5251465,-108.7499237
Glennie,MI,Chat'n Chew,ChIJJRXD8ga3IIgRN7Cxkd2dIdY,1,4.5,87,44.5589786,-83.7248446
Glennie,MI,Wolfs Den Restaurant,ChIJKwqmAEe3IIgReVPUSkLaW0Y,0,4.3,115,44.5609096,-83.7261655
Glennie,MI,Eagle Ridge Golf Course,ChIJWT4afrO3IIgRBfhAgdplXyo,0,4.5,108,44.5533046,-83.7212401
Hye,TX,Hye Thai,ChIJkYDiPuafW4YRPF-RNw20xmk,0,4.9,46,30.2459399,-98.5380178
City,TX,Old 290 Brewery,ChIJR1JxEaQLW4YRTuhVlPr6Gs8,0,3.1,9,30.2627089,-98.4727968
City,TX,Carter Creek Winery Resort & Spa,ChIJaZMfjJULW4YRMumfX8pwIbg,0,4.4,34,30.2628979,-98.4721204
Hye,TX,Garrison Brothers Distillery,ChIJh4dm7TOfW4YRukkXlQSev-s,0,4.7,214,30.2174483,-98.5665994
Blanco,TX,Kovar Ranch Cleft In The Rock,ChIJrWDAC9idW4YRgI_PRkcvy50,0,5,1,30.1588036,-98.51607
Hye,TX,Hye Market Deli & Eatery,ChIJ7xAYhVSfW4YRqKqAQ0OPv-Q,0,4.6,351,30.242499,-98.570104
Hye,TX,Hye Dance Hall,ChIJ3c7Z3sCfW4YR_q9_ulrOIR0,0,5,8,30.2430755,-98.5699559
Prime,QC,Chez Perron (Boutique de la Fromagerie Perron),ChIJb8OI8wsBwkwRQpUL7WNRnzk,0,4.4,489,48.5933472,-72.3353
Prime,QC,Restaurant Chez Perron,ChIJKb037AsBwkwRmzPVtBf-TXA,2,3.9,94,48.5933261,-72.3352047
Prime,QC,Le Casse-O,ChIJAeGxHbcBwkwRmCAo3FXILzc,0,0,0,48.5909751,-72.333916
Félicien,QC,Club Tobo-Ski,ChIJF168M_wFwkwRQDjBXSVZRKc,0,4.7,90,48.591464,-72.49997
Laketon,IN,Blue Bird Cafe,ChIJZzbAnuU7FIgROP8DlRF4GfM,1,4.4,52,40.9741031,-85.8352262
Sylvia,KS,Oasis Convenience Store,ChIJzZFounz0pIcRGkX3lHn5FCk,0,4.4,14,37.9689971,-98.4073301
Glacier,MT,Eddies Cafe & Gifts,ChIJ5Z9FfFUXZlMRRUZDB94xmF8,2,4.1,251,48.5275361,-113.9941083
Glacier,MT,West Glacier Café,ChIJM1-2O5gXZlMRgyvvHqt6LDc,0,4.1,273,48.4963573,-113.9833521
Glacier,MT,Middle Fork Eats,ChIJP0Shrw0XZlMRsZnGc-WwWeM,0,3,2,48.4965416,-113.9825769
Glacier,MT,Belton Chalet,ChIJY7A-J5oXZlMRfV0eujQIftc,0,4.4,158,48.4966111,-113.9771564
Glacier,MT,Glacier Highland Restaurant,ChIJoyXKCZwXZlMRRQO_uHEAXyg,2,4.2,227,48.4957234,-113.9790486
Glacier,MT,Glacier Highland,ChIJUa7A8msiZlMR4n7ZCjGSsRY,2,4.2,83,48.495627,-113.979022
Glacier,MT,Belton Grill Dining Room & Tap Room,ChIJfeiMJ5oXZlMRNh8SWy7Mq6M,0,4.6,49,48.4965528,-113.97618
Falls,MT,Wandering Gringo Cafe,ChIJV2A9YbEXZlMRCnKTaCE_K3s,0,4.5,198,48.4856376,-114.0004272
Glacier,MT,Great Northern Railway Cafe,ChIJSf8D5LMXZlMRTE4_AHKkvY8,2,4.3,49,48.4847488,-114.0018005
Glacier,MT,Crown of the Continent Discovery Center,ChIJpS2USLQXZlMRgumrMGxcRPQ,0,4.5,65,48.482572,-113.999998
Glacier,MT,La Casita,ChIJcZIZSbQXZlMRAeM2HwPZd30,0,4.6,129,48.4825718,-113.999998
Glacier,MT,Sunflower Cafe & Catering,ChIJQcaE5LUXZlMR0cUDTNZUsEo,0,4.8,53,48.4810316,-113.9965066
Owensville,MO,McDonald's,ChIJT1MvE-Pq24cRC8xXJgyHzAs,1,3.3,597,38.3447898,-91.4939442
Delano,MN,Amercian Legion Post 377,ChIJ97D1DdKptFIRuaWlxjTBi-4,0,4.5,40,45.0425195,-93.7918886
Delano,MN,Bridge House Coffee & Cafe,ChIJVVLVI6-ptFIRAPeOlcTXYFs,2,4.7,168,45.0421191,-93.7891227
Montrose,MN,Jacque B's Kitchen & Cocktails,ChIJxyWy-O6vtFIRhVroKFKPszI,2,4.2,266,45.0708333,-93.9119444
Delano,MN,Dave's Town Club,ChIJVxvYwK-ptFIRGqAp-ETmPsY,1,4.4,737,45.0414846,-93.7891863
Delano,MN,Brickside Grille & Tap,ChIJRXwf-PGptFIR-z6E1ugntjM,2,4.5,236,45.041712,-93.7876487
Buffalo,MN,Norm's Wayside,ChIJqyMck7umtFIRI86pqvx9vRc,2,4.1,856,45.1464972,-93.8379111
Delano,MN,Peppermint Twist Drive In,ChIJN2EZ76WptFIRUyEwM7vXFM8,2,4.6,416,45.0391312,-93.7917254
Montrose,MN,Lino's Mexican Grill,ChIJbdQkk-evtFIRl0PO64X_0PI,0,4.4,120,45.0646667,-93.9147139
Delano,MN,Dairy Queen Grill & Chill,ChIJ_1DesKaptFIRhpw87IKBObQ,1,4.3,474,45.0352588,-93.7912756
Delano,MN,Pho Viet 45,ChIJHUeRJGSptFIRokWm4hBeCAU,0,4.6,144,45.0353141,-93.790474
Delano,MN,El Molcajete,ChIJt5xQiKOptFIRjrAmgAU1zOM,2,4.7,432,45.035183,-93.790206
Delano,MN,Holiday Stationstores,ChIJTygb9aWptFIRYrPHD-EJS6I,0,2.8,20,45.0351956,-93.7895248
Rockford,MN,Clays Restaurant,ChIJZxJcc8pZs1IRPpvxmWPMSfI,2,4.1,226,45.0937985,-93.7451594
Rockford,MN,El Bamba Rockford restaurant,ChIJ7cbzhcRZs1IRsWHwb5Coh9E,1,4.3,226,45.0920289,-93.7439668
Delano,MN,Pizza Hut,ChIJFVdLq76ptFIRGm4yXIiTbtI,1,3.3,119,45.0349953,-93.7846988
Tubac,AZ,Stables Ranch Grille,ChIJWf0hyk2g1oYRPjtqo9-vIfM,0,4.4,264,31.6260292,-111.0438368
Tubac,AZ,Melio's Trattoria,ChIJb-Ihm0mg1oYR9tTM7XZFrPQ,2,4.3,204,31.6201425,-111.052737
Tubac,AZ,Soto's Outpost Mexican Restaurant,ChIJS_2tOJyh1oYRwId1QhanfNk,2,4.4,131,31.6142168,-111.0486953
Tubac,AZ,Untamed Confections,ChIJJ60vJoOm1oYRk7wSeebTTB0,0,4.4,23,31.613872,-111.051371
Tubac,AZ,Elvira's Restaurant,ChIJjfWo7E6g1oYROK5qIa3xyI4,3,4.4,485,31.6136282,-111.0516224
Tubac,AZ,Tubac Deli & Coffee Co,ChIJuStHw02g1oYRCU7uHUlzR4o,2,4.3,193,31.6132649,-111.0510516
Tubac,AZ,Wisdom's DOS (Wisdom's 2),ChIJPXzFbU2g1oYRGXJ7AsmknXc,0,4.4,223,31.613211,-111.051221
Tubac,AZ,Tubac Jack's Restaurant & Saloon,ChIJI6Xq7E2g1oYRao8z2ivI99U,2,4.1,432,31.6126975,-111.0505971
Tubac,AZ,The Old Tubac Inn,ChIJw9VSlk2g1oYRChcC8gK6s-U,0,4.5,28,31.6126733,-111.0507445
Tubac,AZ,The Goods ~Tubac,ChIJXXp_9E2g1oYREmSZ5jnn6Pw,0,4.5,79,31.6119444,-111.0491667
Tubac,AZ,Community and Connections,ChIJHax6yUKh1oYR4dDtB1JTrt0,0,0,0,31.6116386,-111.0500699
Tubac,AZ,Shelby's Bistro,ChIJvUY55U2g1oYRUZUCGerfxCA,2,4.1,232,31.611011,-111.0501476
Tubac,AZ,Habanero's Mexican Restaurant - Tubac Arizona,ChIJ9ThLc2eh1oYRAgypb22KbiU,0,4.3,163,31.6104545,-111.0502495
Tubac,AZ,The Italian Peasant,ChIJEQMIFVKg1oYRN_WFuTfQfZ0,2,4,434,31.6103556,-111.0506528
Amado,AZ,FIRE FLY RESTAURANT,ChIJKUoxoV6c1oYRs1urJu5TJ7M,0,5,2,31.7235712,-111.0572059
Amado,AZ,Firefly Restaurant,ChIJ7UoHAnqe1oYRjs3ubNESsyo,2,4.6,257,31.7235964,-111.0572183
Amado,AZ,Mia's Mexican Food / Rico's Tacos (food truck),ChIJha5GpOCf1oYRSeYPtU_GbPg,0,0,0,31.7263775,-111.0613133
Amado,AZ,Longhorn Grill and Saloon,ChIJRaG9K1mf1oYR7vq7SyCsZ5U,2,4.2,446,31.7276239,-111.0606244
Vichy,MO,Sput's Place Bar And Grill,ChIJmXPJJUCp24cRtflcTkv5Q5M,1,4.5,129,38.0690637,-91.7729895
Vichy,MO,Vichy Wye Restaurant,ChIJxTwoViVU2ocRPlv9gUHmv8k,0,4.4,93,38.1250686,-91.7844696
Jack,MO,Mixing bowl noshery,ChIJFachhos_wYcRLBrjSzVyZ5c,0,0,0,38.8681897,-94.1124747
Jack,MO,50 Roadside Cafe,ChIJ8a4zlEo8wYcRlijNk5QyufQ,0,4.6,8,38.8803824,-94.1704301
Kingsville,MO,Cafe Thyme,ChIJPytgKvdAwYcRsyE5DC6j7Hw,0,4.2,5,38.8628317,-94.0493324
Jack,MO,Lone Jack Cafe,ChIJyyq_2ko8wYcRxL0GlW28_0w,1,4.6,451,38.8700733,-94.1729693
Jack,MO,Subway,ChIJTZhaI0o8wYcR7frPPZa7Y7s,1,3.7,61,38.8672184,-94.1718501
Jack,MO,China King Restaurant,ChIJGw7YIko8wYcR5lkO2D7feGk,1,4.1,64,38.8670545,-94.171867
Jack,MO,El Paisas Mexican Restaurant,ChIJq3dzeMU9wYcRpKsjNo0GW8s,0,4.5,175,38.8670295,-94.1718942
Jack,MO,Sonic Drive-In,ChIJTZhaI0o8wYcRQxp4qM9yDng,1,3.7,443,38.8675061,-94.1726333
Silsbee,TX,Casita Del Taco,ChIJPzkPaAs9OYYRpE9g33-CDXg,0,5,9,30.3802827,-94.1690643
Silsbee,TX,West Texas Style Bar-B-Que,ChIJ1TvLfEY5OYYRAwFcTUY7_NM,2,4.4,149,30.3564001,-94.1353699
Silsbee,TX,Honky Tonk Texas,ChIJP-n-nlw5OYYRLQzCxVSxK00,2,4.5,383,30.3531201,-94.1446953
Silsbee,TX,Little Mexico Café,ChIJWX3q82c9OYYR--WMDc8Z0aU,0,4.5,55,30.3617791,-94.1719913
Silsbee,TX,Domino's Pizza,ChIJ_dUldao9OYYR927ksyxixUU,1,3.5,219,30.3617791,-94.1719913
Silsbee,TX,Tiger Hut,ChIJoy9k0Iw7OYYRQhNZhn3zeaI,0,4.2,123,30.360655,-94.1718037
Silsbee,TX,Munchies Ole,ChIJ75Blgo07OYYRlupgi0WZoik,2,4.4,591,30.359448,-94.173555
Silsbee,TX,Dairy Queen Store,ChIJX7yYgY07OYYRRpN0rts1uqU,1,3.7,282,30.3589297,-94.1737704
Silsbee,TX,Chance 24 BBQ,ChIJ-01a40Y8OYYR5zuPX_PqSe4,0,0,0,30.4001877,-94.1747071
Silsbee,TX,Big Madre - Tacos y Tortas,ChIJ4c21R5k9OYYR_KhzSo5uj84,0,0,0,30.4006937,-94.1746545
Silsbee,TX,McDonald's,ChIJ2fwq6mM5OYYRs1iXuOCvYQ0,1,3.1,146,30.3410166,-94.1470395
Silsbee,TX,Chili's bar and grill,ChIJeYW02_k5OYYRp4my3_xaKt0,0,4,1,30.3402501,-94.1490696
Silsbee,TX,Subway,ChIJ4WHJ1rw7OYYRaDOqUt4GqMo,1,4,48,30.3395027,-94.1496078
Silsbee,TX,Novrozsky's,ChIJeVe5Tts7OYYRlNiKKKyS-8Q,0,4.2,202,30.3399616,-94.1612337
Silsbee,TX,A&J's BBQ Express,ChIJ68pI-Vg7OYYRdn8It2o3pbk,0,0,0,30.3476741,-94.1787351
Silsbee,TX,Krakhouse Kitchen,ChIJaZ2NUJw7OYYRRALQ8nW4_i4,0,4.9,8,30.346971,-94.1781252
Silsbee,TX,Mi Pueblo,ChIJ13z_Mcc7OYYRU8K0V-Y787U,2,4.5,730,30.3399026,-94.1698578
Silsbee,TX,Jack in the Box,ChIJ3ZuXSb07OYYRUdXE_F-EGs8,1,3.3,504,30.3437736,-94.1804212
Silsbee,TX,McDonald's,ChIJh5AD7GM5OYYR1P28Sqt8fUU,1,3.3,958,30.3443836,-94.1815927
Silsbee,TX,Subway,ChIJ4WHJ1rw7OYYR_X2Puvp-qRo,1,4.4,209,30.3430237,-94.1822441
Columbus,MS,Doug & Hazel's Drive In,ChIJV5jPrB3shogRDGI3xM1nnhU,2,4.6,297,33.5149665,-88.3866341
Columbus,MS,Ja Co Foods Inc,ChIJWUsOihPshogRcAUvxG3YsTQ,0,0,0,33.4990232,-88.387173
Columbus,MS,Kountry Kitchen,ChIJ80rNY4jthogRz3KwjHZy9eY,0,4.4,17,33.5155648,-88.3852416
Columbus,MS,Burger King,ChIJaxVP6RTshogRztO17uF8JkQ,1,3.8,295,33.4968716,-88.3856119
Columbus,MS,Wendy's,ChIJi8ZkBRPshogRXWAjB_PaJjs,1,4.1,542,33.49735,-88.3889379
Columbus,MS,Hardee's,ChIJx1si3xTshogRl6P2qHG3Fiw,1,4.1,312,33.4966464,-88.3846586
Columbus,MS,Subway,ChIJ2axpQBXshogRmNPqEPfYTwg,1,4.1,81,33.496296,-88.383403
Columbus,MS,Wings Fish & More,ChIJ79QbQxXshogRprjIHqn46go,1,4.2,184,33.4961443,-88.3830127
Columbus,MS,Sonic Drive-In,ChIJm9hmXxXshogREkXip-efavA,1,3.8,464,33.4960949,-88.3822368
Columbus,MS,KFC,ChIJXwFv4LTthogRev-MKED8s7c,0,0,0,33.495506,-88.3835671
Columbus,MS,KFC,ChIJewgINxXshogRY_CE4lzr9uc,1,3.5,129,33.4954164,-88.3835822
Columbus,MS,Subway,ChIJ6Q2M_53uhogREmht-PNBy5w,1,3.9,40,33.5181991,-88.3769772
Columbus,MS,The Mexican Kitchen,ChIJ4WaJa7jrhogRKckITFwXoEg,2,4.2,129,33.4948237,-88.379017
Columbus,MS,Pizza Hut,ChIJuRDQ1GzshogRtQEqFTiylcI,1,3.4,126,33.4944066,-88.3897138
Columbus,MS,Farmstead Restaurant,ChIJD7CwaUDshogRtQWn3YJnLzI,1,4.3,167,33.4939335,-88.3809641
Columbus,MS,Captain D's,ChIJq3l5r0DshogRYr_Soy2uJuo,1,4,184,33.494524,-88.377894
Columbus,MS,Super Crown Wings,ChIJqx67WezthogRxkaVKXDRTug,0,4.4,51,33.4944795,-88.3774789
Columbus,MS,Mo Jam's BBQ,ChIJNYeL7VvthogRvcluU7YVsXk,0,4.7,19,33.498156,-88.3993579
Columbus,MS,Cafe Unique,ChIJ94HxrW3shogRFXNI_MZ2npQ,0,4.8,42,33.4917177,-88.3897244
Columbus,MS,Glenn's BBQ,ChIJf7Axi-HthogRimIEOyMTKJ8,0,4.7,90,33.4936123,-88.3730618
Seminole,OK,Willis Quick Stop,ChIJCz1pToSUs4cRYlf96Ox1aEg,0,3.9,8,35.188234,-96.6753935
Keene,ON,Elmhirst's Resort,ChIJKc7b4NPx1YkRU7nNBdcd_-Q,0,4.5,576,44.2496951,-78.1087271
Keene,ON,"Hearthside Room, Elmhirst's Resort",ChIJq6LgAJ_61YkRPO1G7mVKPCE,0,4.7,3,44.2558297,-78.1123279
Keene,ON,Mama Milisa's kitchen,ChIJC_r9i_nx1YkRVKm9G4Kv0IE,0,0,0,44.2402768,-78.1620769
Keene,ON,Mama Milisa's kitchen,ChIJf50bp07x1YkRysqHRDCjzpA,0,3.8,49,44.2402819,-78.1620876
Keene,ON,Muddy's Pit BBQ,ChIJN_e75vKM1YkRRE52h9wG5_Y,2,4.6,735,44.239829,-78.163728
Roseneath,ON,Pizza Pad,ChIJveRztMfl1YkRTP-PZXaPt08,1,4.2,32,44.1703667,-78.0745607
Pocatello,ID,Camas Sports Grill,ChIJW1XnF2I_VVMRUabsktCpu9g,0,3.8,34,43.0248039,-112.411339
Pocatello,ID,Shoshone-Bannock Casino Hotel,ChIJ74uZrFQ-VVMRuMxWmduDtgw,0,3.8,3034,43.0245529,-112.4118259
Ocala,FL,Circle K,ChIJM48RRsAr5ogRyDO8KyQss6Y,1,3.4,11,29.2591613,-82.151255
Ocala,FL,Sam's St John's Seafood,ChIJj091osEr5ogR7_ua1yMsqu8,2,4.2,731,29.2604711,-82.1503469
Ocala,FL,China Wal,ChIJ4c-XmMEr5ogRCFWymD0lXoA,1,4.1,313,29.2605983,-82.150346
Ocala,FL,Mex-Rican Grill and More,ChIJIx7TXr4r5ogRTgBvDjNTZFI,0,5,2,29.2615218,-82.1503678
Ocala,FL,Stacks food & More,ChIJl2Soz4It5ogRA1R6LSckD6U,0,0,0,29.2635675,-82.1215982
Ocala,FL,Smokin Swamp BBQ,ChIJY3JagHws5ogRWDrnLfu7zGY,0,4.5,23,29.2377258,-82.1195513
Ocala,FL,Shell,ChIJ3bTqzRMs5ogRsjaeJEItQa8,2,3.3,10,29.25987,-82.114004
Ocala,FL,bp,ChIJIw5Ivwor5ogRBi3Sc7-8iXM,0,4.2,5,29.232684,-82.1507936
Ocala,FL,Circle K,ChIJAR6r3RMs5ogRbD_vOn4ZDY4,1,3,10,29.259997,-82.1127331
Ocala,FL,Shuckin shack,ChIJ3TrWrykr5ogRUOFf209roYs,0,5,1,29.226681,-82.1398804
Ocala,FL,Northgate Diner,ChIJA8Jb2qcr5ogRGrVrhJRPK1w,1,4.3,549,29.223698,-82.1231205
Ocala,FL,Shell,ChIJFUHclHIr5ogRJW37Diml358,2,4.5,4,29.2235166,-82.1480639
Ocala,FL,Circle K,ChIJ-2YSlXIr5ogRZiESrjpQfB0,1,3.5,14,29.223548,-82.1483844
Ocala,FL,Subway,ChIJTdXgv3Ir5ogRuE2k4Ndo-2U,1,4.1,146,29.2235329,-82.1483779
Ocala,FL,Hungry Howie's Pizza,ChIJ4YLJim0r5ogRpari-FsG8dM,1,3.8,360,29.2224893,-82.145519
Ocala,FL,McDonald's,ChIJS51YfHIr5ogRix9YEMfYJBY,1,3.4,1621,29.2227117,-82.1466597
Ocala,FL,Wok N Stuff II,ChIJ4YLJim0r5ogRM8mxixlg7EQ,1,4,115,29.2222541,-82.1452244
Ocala,FL,Càndler country club,ChIJlQdfcmYr5ogRTwqEnbfQWA0,0,1.5,2,29.2787765,-82.12784
Ocala,FL,Zaxby's Chicken Fingers & Buffalo Wings,ChIJN8Bsfm0r5ogRccXwgkBaOrQ,2,4.2,373,29.2221324,-82.1479157
Ocala,FL,KFC,ChIJY8B2kG0r5ogRnYlcw2zlcLI,1,3,192,29.221383,-82.1461283
Howell,MI,Eagle Express Liquor & Deli,ChIJG32057RcI4gRqQ4MOP8bSqE,0,4.7,96,42.6319657,-83.7679024
Howell,MI,Toledo,ChIJh8g-qH1DI4gR0MYps91sPPU,0,0,0,42.6401961,-83.7651293
Howell,MI,Pizza Hut Express,ChIJPzEJ_8lcI4gROaq4MUuLvm8,1,3.5,6,42.635768,-83.756777
Howell,MI,"Tony Sacco's Coal Oven Pizza Howell, MI",ChIJB-a8IrZcI4gRKd55iUd1Fkc,2,4.3,654,42.6347865,-83.7557098
Hartland,MI,Subway,ChIJ2Tvxo7dcI4gRgqdOTpF_zyk,1,3.6,93,42.6347971,-83.7556035
Howell,MI,Mackle's Table and Taps,ChIJ8-6P_rlcI4gRQ1GPZP-3-r4,2,4.5,891,42.630498,-83.7517421
Hartland,MI,Jimmy John's,ChIJS3UFbr9cI4gRL-DV3oylCQs,1,4.1,143,42.6320568,-83.7523037
Howell,MI,Wings Etc.,ChIJkWwZIYddI4gRNKpn6VRX1PQ,0,4.1,90,42.630747,-83.751697
Howell,MI,Jet's Pizza,ChIJCyiRs7BcI4gRBUhBp6XVPl4,1,3.6,112,42.6308371,-83.7517079
Hartland,MI,Speedy Café,ChIJ6TVvfrdcI4gReBBDqkW9wvM,1,3.3,4,42.6324756,-83.7519941
Hartland,MI,Tropical Smoothie Cafe,ChIJ8UkpmbdcI4gRAKMbhwm9L14,1,4.5,126,42.6318311,-83.7515928
Hartland,MI,Mexican Fiesta - Hartland,ChIJHb0Fbr9cI4gR_edzziO3a3o,2,4.2,811,42.6319171,-83.7511463
Howell,MI,Mexican Fiesta Express,ChIJLTxnpLdcI4gRsw1ygG7z-EY,2,4.3,239,42.6319864,-83.7511618
Hartland,MI,New Asia Restaurant,ChIJL083obdcI4gRR2Umyq-Z2uE,0,3.4,67,42.631847,-83.7509033
Hartland,MI,Guido's Premium Pizza Hartland,ChIJvfYGbr9cI4gR-fzi-OgpzfU,2,4.3,126,42.6319434,-83.7508427
Hartland,MI,"Black Rock Bar & Grill - Hartland, MI",ChIJdZYgnLdcI4gRUzWsxqD2eP8,2,4.4,2552,42.63196,-83.7502144
Hartland,MI,Arby's,ChIJbcRTL7hcI4gRFx1Bvv2HIwg,1,3.8,377,42.633641,-83.7509438
Hartland,MI,Wendy's,ChIJU_dq2rhcI4gRsdH5hBfCXsI,1,3.7,607,42.6328226,-83.7472206
Hartland,MI,Panda Express,ChIJ_XeFH1FdI4gRl-9koVOSu9I,1,3.8,122,42.6343307,-83.7456436
Hartland,MI,Checkers,ChIJPZu3pMNdI4gR1CxgpfJcXbU,1,4.1,212,42.6332114,-83.7448906
Madrid,MO,Pro Pizza,ChIJN1ksGRr4eIgRbWc6Bll5PbI,1,3.8,42,36.5927,-89.5417883
