City,Lat,Lng,State,Place_ID,Price_range,Rating,Ratings_count
Luzerne,43.3186809,-73.84158,NY,ChIJpZdjfADK34kREfBQjkTweZM,2,4.6,263
Hadley,43.3173043,-73.8481202,NY,ChIJBckqB_y134kR0iVkY4Cc8XQ,1,4.6,153
Mondovi,44.4768652,-91.7262688,WI,ChIJBzRY2tfv-IcRyUu_OI2_E74,0,4.8,13
Mondovi,44.4694442,-91.6771621,WI,ChIJ2VZ_Sq3k-IcROAkqCVIIhkg,0,4.4,23
Mondovi,44.4700474,-91.6765429,WI,ChIJ34HJwFL7-IcRMdEAkeNBtAM,1,4.7,81
Charles,41.9163976,-88.3179146,IL,ChIJYz92Pq4CD4gRKhgFvIo8y84,2,4.7,150
Charles,41.9163899,-88.3178706,IL,ChIJwWpDPq4CD4gR00mPhaF0V4A,1,4.3,167
Charles,41.9163004,-88.3163002,IL,ChIJxYx5M64CD4gR7ZvZO_V0YJs,2,4.3,441
Charles,41.9145412,-88.3165849,IL,ChIJpXztvuYDD4gRwVGs3CIBvWs,0,4.7,11
Charles,41.9145254,-88.3168857,IL,ChIJ5wJZ-64CD4gRgG0GFBTyPPs,2,4.5,480
Charles,41.9150551,-88.3220999,IL,ChIJCYxuHXoDD4gR2iLVdBwLFtY,0,0,0
Charles,41.9138889,-88.3166667,IL,ChIJAVLt4a4CD4gRoTP9r6Abdpw,2,3.4,238
Charles,41.9138345,-88.3172873,IL,ChIJzWgyrEkDD4gRnLk2NVWsxmM,0,4.7,19
Charles,41.914102,-88.312391,IL,ChIJiX2quqUCD4gRibXiTYdeG9g,2,4.4,429
Charles,41.9141158,-88.3122992,IL,ChIJKz7fr6UCD4gRwCBG4sWX2GY,0,4.5,201
Charles,41.9136621,-88.3178049,IL,ChIJZ-rG6q4CD4gRthBayi56j2M,0,4.3,6
Charles,41.91366,-88.317803,IL,ChIJH4646q4CD4gRw74_oYxngd4,0,5,1
Charles,41.913627,-88.317783,IL,ChIJEdvG6q4CD4gRuY1Cfhpxnk0,2,4.5,284
Charles,41.9135989,-88.3162167,IL,ChIJXyKZGK8CD4gRa-dOrgXyfuw,2,4.1,807
Charles,41.9135624,-88.3159015,IL,ChIJy2OfPa8CD4gRyD_wMWtKaks,2,4.7,218
Charles,41.9140558,-88.3119967,IL,ChIJhV0VsqUCD4gRCx21J42aNhw,2,4.2,246
Charles,41.9136111,-88.3147222,IL,ChIJb67AZ68CD4gR4An7eoPX0Og,0,4.4,106
Charles,41.9134819,-88.3170216,IL,ChIJC-gx3K4CD4gRdihO2jMKjRM,2,4.1,550
Charles,41.9134483,-88.3160534,IL,ChIJ2xPOJh0DD4gRUPSBq9KoVzI,0,4.8,68
Charles,41.913376,-88.316434,IL,ChIJ-1nuIK8CD4gR89C99jpm2lc,2,4.3,179
Colton,45.2036857,-122.3780136,OR,ChIJ8WZssGzVv1QR722OKzYDc98,0,4.5,76
Geneva,28.7160618,-81.0354191,FL,ChIJZfQwcQ9H54gRn0eeSRbfOD8,1,4.5,556
Cuauhtemoc,28.5035558,-106.911295,Chihuahua,ChIJ3SWoBx7IwYYRJP12jNCMsM8,2,4.8,346
Cuauhtemoc,28.5104906,-106.9116703,Chihuahua,ChIJb_MmYb_JwYYRuFsU73sHCE4,0,4.7,444
Cuauhtemoc,28.4937402,-106.9088008,Chihuahua,ChIJ5Zinis3JwYYRG1lcTZuxVfI,0,5,7
Cuauhtemoc,28.4878379,-106.9111801,Chihuahua,ChIJb2NQalzKwYYRA2IatbWVUCA,2,4.5,963
Cuauhtemoc,28.5170684,-106.9125762,Chihuahua,ChIJ12C3Vv23wYYRH9_2S8SUTBQ,2,4.4,254
Cuauhtemoc,28.4846644,-106.9110338,Chihuahua,ChIJgzP_3V7JwYYRYHpdhEpq0Mo,0,4.5,20
Cuauhtemoc,28.480435,-106.9121817,Chihuahua,ChIJzyj_m9HJwYYRU887pTIp0FU,0,0,0
Cuauhtemoc,28.4785346,-106.9114532,Chihuahua,ChIJMRRY-9XJwYYRxGPrdJAcN0U,2,4.6,970
Cuauhtemoc,28.4694389,-106.9288885,Chihuahua,ChIJs1fQpjC2wYYRRuDyog6GYIY,2,4.4,125
Cuauhtemoc,28.5276113,-106.9127722,Chihuahua,ChIJ_-pYvCe3wYYR-riex-qjRfg,0,5,7
Cuauhtemoc,28.473671,-106.9115229,Chihuahua,ChIJhalWD2K3wYYRPibq-a0bff8,0,4.7,255
Cuauhtemoc,28.4691191,-106.9124072,Chihuahua,ChIJ0bi2hye2wYYRJXY3OYYeLGU,0,4.5,24
Cuauhtemoc,28.4679023,-106.9124487,Chihuahua,ChIJbZFfBAa3wYYRyvPA9tMFw4g,0,4.6,5
Cuauhtemoc,28.4678501,-106.9122783,Chihuahua,ChIJdeQiuA63wYYRGSopUCDtRA0,0,5,3
Booneville,41.523519,-93.886196,IA,ChIJuzqI1WwY7IcRx-_2jlqo91s,1,4.5,265
Annapolis,37.3600913,-90.6982944,MO,ChIJH5CXMcDW2YcRbfhfdloVWoE,0,5,9
Arc,37.2829071,-90.6369917,MO,ChIJXR5hEDR-14cRSgHVqxJtbrA,1,4.6,83
Warren,40.6831381,-85.4268705,IN,ChIJ9Z7NmmilFYgRDevRDD-MPlw,2,4.6,179
Warren,40.682795,-85.426562,IN,ChIJAW9Ql2ilFYgRaQ13h2dSa1s,1,4.6,101
Warren,40.6818514,-85.4268711,IN,ChIJ2ai-qGilFYgR9_EWC8j3LnU,1,4.4,331
Warren,40.7129247,-85.4355988,IN,ChIJs1R_fvC7FYgRVOHXIU6j1MI,0,4.7,117
Warren,40.7220265,-85.4381603,IN,ChIJc3vN-QmwFYgRM1CkPygJV0c,0,4.4,37
Warren,40.722029,-85.4381047,IN,ChIJeSSl9gmwFYgRSjtqdXhlTG0,0,3.6,158
Warren,40.7220691,-85.4378572,IN,ChIJAWgS9wmwFYgRA_QbQhEAIC8,2,3.3,3
Warren,40.7220206,-85.4365806,IN,ChIJXTwsqqm6FYgRU7m-A4BH4vU,1,4.4,978
Warren,40.7225904,-85.4371591,IN,ChIJKUM2qaC6FYgRZyLFx4umpns,1,3.5,39
Warren,40.7230511,-85.4370455,IN,ChIJaS_iqKC6FYgRD7qKi5eCYQI,1,3.2,943
Chokoloskee,25.81529,-81.359579,FL,ChIJ82KGtj1d2ogRZTofROWD8cY,2,4.5,613
City,25.8569878,-81.3840614,FL,ChIJMZNpJ4Nd2ogRIMjooEbMnt4,0,4.8,34
City,25.8585987,-81.3831136,FL,ChIJMXah4-Rd2ogRXuXKEJ-XEhU,0,4.9,25
City,25.8586331,-81.3832771,FL,ChIJgWPzX-9d2ogRqLLdOSHox8w,0,4.9,14
City,25.8609417,-81.3831917,FL,ChIJNfn0GYpc2ogRBG1wlvRq-TU,1,4.3,692
City,25.8585739,-81.3866653,FL,ChIJs2ByF15c2ogRW7xqDBTLbL4,0,4.2,359
City,25.8662396,-81.3829368,FL,ChIJ_____2Bc2ogRzB1SBHiW_F8,1,3.9,23
City,25.8665922,-81.3849092,FL,ChIJjdlpp2Jc2ogR3hr3xeZfnZ8,2,4.2,737
City,25.8662331,-81.3858343,FL,ChIJhV_27WJc2ogRRxZysdjniyQ,2,4.4,810
City,25.8663013,-81.3858712,FL,ChIJD_isvPRd2ogRkJ-kqFIQXo4,0,0,0
Richland,44.769401,-117.17034,OR,ChIJd0C6qINSpFQRsd2RX3Q29e8,1,4.6,46
Richland,44.7689819,-117.1695556,OR,ChIJDaKDBoNSpFQRsd2FlquaoGI,0,4.6,104
Burkeville,30.9902247,-93.7173553,TX,ChIJEzqIJ44pOoYR5ttKUDL9Z9o,0,0,0
Newton,30.9493161,-93.6308752,TX,ChIJ9Yts7I8uOoYRgbOmC4pQ1C8,0,0,0
Goshen,41.8523808,-73.2542359,CT,ChIJGewKbM-b54kRtWcq2_bpJXo,0,0,0
Goshen,41.8340872,-73.2212291,CT,ChIJS2jFflGb54kRUGN1Ho3vZOk,0,0,0
Goshen,41.833901,-73.2209996,CT,ChIJ36HvuKOb54kRMWP7j4LOuiY,1,4.4,59
Goshen,41.83453,-73.2199864,CT,ChIJUT7euKOb54kR2Uchqll0XMs,2,4,1
Goshen,41.8367794,-73.2112582,CT,ChIJUbJhIQ-b54kRgWjrypFYJNQ,2,4.2,553
Cornwall,41.870756,-73.360797,Cornwall,ChIJ-StswQWE54kRONkWcgYBn3w,0,4.7,23
Fairfield,41.1804639,-73.2466837,CT,ChIJAeDCHfcP6IkRMunTKAs8bco,0,4.7,93
Fairfield,41.180698,-73.247587,CT,ChIJt02yMb8P6IkRjVMkplHHUtk,2,4.2,111
Fairfield,41.180877,-73.2478546,CT,ChIJ5VJEPr8P6IkRbRPnnpmQJpA,1,4,125
Fairfield,41.1809687,-73.2480755,CT,ChIJf5vXQEAP6IkRLXk35JynBHo,2,4.3,106
Fairfield,41.1780462,-73.2409741,CT,ChIJR7PZAMgP6IkRY0nCXg9qtKc,1,4.4,875
Fairfield,41.1797935,-73.2471224,CT,ChIJA00htbgP6IkRSAGYg8hbp7c,1,3.5,346
Fairfield,41.178121,-73.2384037,CT,ChIJk7fXNrYP6IkRo1fuiC2nFKE,0,4.3,203
Fairfield,41.1780154,-73.2430513,CT,ChIJvQyDi8cP6IkR0JEnB2-_qLc,0,4.1,78
Fairfield,41.1779463,-73.2429196,CT,ChIJg4Ji88cP6IkRwTISwvnoUes,1,4.3,159
Fairfield,41.1811551,-73.2490776,CT,ChIJmYTADr8P6IkRq2Q4Dk2YA-g,1,4.1,85
Fairfield,41.1798726,-73.2478871,CT,ChIJ2YXBRb8P6IkRokuLZw6dr6M,2,4.6,426
Fairfield,41.1798726,-73.2478871,CT,ChIJ3UiNN78P6IkRGAWwXZavFnE,0,5,3
Fairfield,41.1775,-73.2413889,CT,ChIJi9Axw7cP6IkRYRa1ASPah-c,0,4.3,145
Fairfield,41.1802869,-73.2329073,CT,ChIJvywnWkkP6IkRtsMShWEb43w,0,0,0
Fairfield,41.1813805,-73.2501395,CT,ChIJUVbZ3WYP6IkR0ubHDgD9TDo,2,4.3,267
Fairfield,41.1816049,-73.250788,CT,ChIJJ6gHsb8P6IkRaRkwESFUY8A,0,4.3,277
Fairfield,41.1816155,-73.2508429,CT,ChIJScw7t78P6IkRwrVK8QiPkGU,1,4.5,245
Fairfield,41.1816677,-73.2509599,CT,ChIJ70Q8t78P6IkR2AxoltVRsX8,0,3.4,69
Fairfield,41.1818451,-73.2512358,CT,ChIJHThWKcoP6IkRdJbrInMny0w,1,5,2
Fairfield,41.1808165,-73.2510298,CT,ChIJLbdEpb8P6IkRl_zPXkibbBI,2,4.4,71
Parkin,35.265693,-90.555756,AR,ChIJvTi00q-r1YcR3RlU2vS26Oo,0,4.6,54
Parkin,35.2671968,-90.5545418,AR,ChIJ3Ws9K8mr1YcRBj-9U3QlEi4,0,4,2
Parkin,35.2722778,-90.5544281,AR,ChIJK8ZhNLur1YcRBANoN0uMqGI,0,4.1,11
Scottsboro,34.6414771,-86.0497917,AL,ChIJe5XodLjvYYgRD5-fCm2kFL0,1,3.8,15
Scottsboro,34.6416369,-86.0501079,AL,ChIJF5DnQJvvYYgRub-1eYDhhEE,1,3.5,216
Scottsboro,34.6313341,-86.0480861,AL,ChIJf8E6vAfvYYgRX1eLvprv4Kg,1,3.5,242
Scottsboro,34.6310694,-86.048457,AL,ChIJa_uXiXnvYYgRQ1mzlMpic5U,1,4,496
Scottsboro,34.6295708,-86.050002,AL,ChIJVc3eIXnvYYgROkqaSGYijpM,1,4.1,318
Scottsboro,34.6343736,-86.0435123,AL,ChIJN1j76WjlYYgRIGU5kNw1un4,1,3.9,586
Scottsboro,34.6290157,-86.0489639,AL,ChIJL1BxU47vYYgRaku1OOjBYBI,2,4.5,176
Scottsboro,34.6283117,-86.0515416,AL,ChIJbU5t6XjvYYgR97k5ulsvKBk,2,4.6,169
Scottsboro,34.6252225,-86.0508891,AL,ChIJN1j76WjlYYgRtl4OldCJjUQ,2,4.3,232
Scottsboro,34.641778,-86.039737,AL,ChIJi574EnrvYYgRwLpBQMtxTp8,1,4.5,795
Scottsboro,34.6463735,-86.0337746,AL,ChIJA1DGPj7vYYgRAbsRFkLFIks,1,3.8,842
Scottsboro,34.646558,-86.0329815,AL,ChIJ71rGPj7vYYgRCG5Sdc4gGgY,2,4.3,395
Scottsboro,34.6466021,-86.0328684,AL,ChIJ57hMIT7vYYgRISNoMIWZgos,2,4.3,494
Scottsboro,34.6503138,-86.0356897,AL,ChIJaUb8lBbvYYgR5TOyr_AuxjA,2,4.4,275
Scottsboro,34.6505304,-86.0357592,AL,ChIJId0Nf9_vYYgRyVsmQxDSQQ0,0,5,1
Scottsboro,34.6485681,-86.0335583,AL,ChIJ6aktbBbvYYgRQtW9979Myi4,1,3.8,861
Scottsboro,34.6470375,-86.0308685,AL,ChIJp9cUQqYEIBURYLvpeCudxY4,1,4.5,1249
Scottsboro,34.6476041,-86.0312084,AL,ChIJ6S_YPj7vYYgRgPCWDlT_KnQ,1,4,659
Scottsboro,34.6517497,-86.0351543,AL,ChIJyxfYfp_rYYgR7aFbV38iepk,0,4.9,54
Scottsboro,34.6483781,-86.030729,AL,ChIJo6GCCT7vYYgR924V0SlhcFE,1,3.6,1331
Polo,41.9862389,-89.5763882,IL,ChIJP89mc8VNCIgRStJSAZP8b3s,2,4.6,169
Polo,41.9789433,-89.5788105,IL,ChIJB5pZm9RNCIgRy8T6KhGjFnI,0,4.3,4
Polo,41.9859868,-89.5771169,IL,ChIJPxf4ecVNCIgRzPN1K5HWk5o,0,4.3,30
Polo,41.9799164,-89.5793633,IL,ChIJe3crZshNCIgRN1jiMutU7MA,1,4.2,73
Polo,41.9863657,-89.5774084,IL,ChIJ50lFesVNCIgRBEk9GMqRThg,1,4.8,135
Polo,41.984898,-89.5786767,IL,ChIJASRWb89NCIgR1ot6_bpardo,2,4.1,20
Polo,41.9863888,-89.5785273,IL,ChIJWQK5OtlNCIgRR139PhOA1t4,0,4.7,16
Polo,41.9929193,-89.5781368,IL,ChIJPQOsotBNCIgRw19nx6N2rKU,1,4.4,29
Oregon,41.9937311,-89.4646464,IL,ChIJOW1VSwNUCIgRnT90x7OuVxg,0,5,5
Morris,41.9937588,-89.4645704,IL,ChIJK5GrNTb5CIgR_KKd458-chA,2,4.5,454
Newport,41.9853911,-83.2333788,Berlin,ChIJidIhu1YVO4gRSSnerQLRiyA,0,5,4
Rockwood,42.0402784,-83.2158095,Berlin,ChIJk9yszNk_O4gR_SUU9yaY-3s,1,4.5,93
Township,42.0530526,-83.2118634,MI,ChIJx-VczMs_O4gRioKKoGH-s7A,1,4.4,775
Rockwood,42.0529975,-83.2116317,MI,ChIJwRlgzMs_O4gReaLiri18taI,0,4.5,30
Newport,42.0014466,-83.308507,Berlin,ChIJ69xoS7NrO4gRJ8I-cza9WaA,1,3.6,45
Newport,42.0015944,-83.3085911,Berlin,ChIJtd1oS7NrO4gRpRoCcw5drRk,0,3.9,39
Rockwood,42.0620576,-83.2556055,Berlin,ChIJfZ8MhpRBO4gRDmgpd5Am__8,0,5,2
Rockwood,42.0625,-83.2547222,Berlin,ChIJU5eCinNAO4gRCRN5R2-D0nw,1,4.5,536
Newport,42.0072892,-83.3169195,Berlin,ChIJ33-C1TVqO4gR3U8rgP7tKnI,1,3.5,350
Newport,42.0070604,-83.3180603,Berlin,ChIJx6uvJjRqO4gR8khoIFMIlkE,1,4,184
Rockwood,42.068176,-83.2370035,MI,ChIJAwqm0hE0O4gR-7f0ceAS03w,0,4.2,5
Rockwood,42.06809,-83.24867,MI,ChIJ1dKF0Ic_O4gRf2N9uO_E3JA,1,4.3,110
Rockwood,42.0681825,-83.2485692,MI,ChIJyYswaXhAO4gRHb5HawxiegY,1,4.1,48
Rockwood,42.0686148,-83.2504846,MI,ChIJU0KP9Yc_O4gRB9Jlz0Gf_kQ,1,4,202
Rockwood,42.0687381,-83.2507414,MI,ChIJZYlhD3hAO4gRfqrBvPEZI50,0,4.6,244
Rockwood,42.068762,-83.2508726,MI,ChIJdRXCcNVBO4gRyCUBBs7kE3U,0,0,0
Rockwood,42.0689906,-83.2518135,MI,ChIJp8Wra3hAO4gRCcbmCfC0XQU,1,2.4,16
Rockwood,42.0692242,-83.2504235,MI,ChIJAf9584c_O4gRQNT8sLwr_Zc,1,4,148
Rockwood,42.06742,-83.210439,MI,ChIJ4fcOqq0_O4gRamq7F71Ru-A,2,4.6,525
Rockwood,42.0709924,-83.2544303,MI,ChIJs9wRKJlBO4gRZ8BljThsk6I,1,4.5,298
Angie,30.9620109,-89.8117733,LA,ChIJS1S0weF2nYgRNZvwunNVt1c,0,3.8,23
Rolla,37.9373302,-91.7541566,MO,ChIJcVtwjJ1U2ocRtsAhx_DArLs,2,4.5,769
Rolla,37.9323429,-91.7788155,MO,ChIJ9QQJ9PFU2ocRvMGHMmdMqJI,1,4.1,918
Rolla,37.9353109,-91.7772703,MO,ChIJkZwk0O1U2ocRz38MNy-vo5s,1,3.9,675
Rolla,37.9357629,-91.7781023,MO,ChIJo0JB28BU2ocRkY0HM-McK4E,0,4.6,682
Rolla,37.9360022,-91.7781684,MO,ChIJ2Qc40O1U2ocRRgHe_1fTaZc,2,4.4,485
Rolla,37.9394783,-91.776895,MO,ChIJ8yESk-tU2ocRqBkrrZ60s-4,2,4.2,1106
Rolla,37.9420471,-91.7724609,MO,ChIJY0RJoYFV2ocRcvLSTNrIUqo,0,4.5,71
Rolla,37.9394519,-91.7798896,MO,ChIJq20Set1U2ocRRn1GO6JyJao,1,3.7,371
Rolla,37.942664,-91.772043,MO,ChIJOSARSX1V2ocRpC2DWt1wlUk,1,3.8,79
Rolla,37.941752,-91.7767767,MO,ChIJFWa4PupU2ocR10gO1f55Sp4,1,4.6,59
Rolla,37.9443471,-91.7770296,MO,ChIJKRgd58FU2ocRJ6DEHwJoGCA,0,4.5,291
Rolla,37.9482264,-91.7669261,MO,ChIJe5RearxU2ocRFdSEFIaxPKc,0,4.5,166
Rolla,37.9512789,-91.7527796,MO,ChIJfyOguFhT2ocR0CF19T68sHo,1,4.2,151
Rolla,37.9517085,-91.7525641,MO,ChIJybTj8lhT2ocRqHk983SrZks,0,4.8,38
Rolla,37.9462408,-91.7783757,MO,ChIJuaBXK8JU2ocRB2IYreIa5w4,1,4.3,628
Rolla,37.9461392,-91.7787834,MO,ChIJh1EeSsJU2ocRljKhXmrUq5c,1,4.1,869
Rolla,37.9459272,-91.7794741,MO,ChIJN4cZSMJU2ocRHmCtyWNlIBM,2,4.6,281
Rolla,37.946095,-91.7791522,MO,ChIJK_1JScJU2ocRBdDXdyTmFFY,1,3.5,464
Rolla,37.94584,-91.779854,MO,ChIJ7QnLTsJU2ocRQE_l77cT9K0,1,4.2,403
Rolla,37.9444758,-91.7842297,MO,ChIJ7XriDexU2ocRc4aZuw8q_30,1,3.8,99
Mecca,33.5403244,-115.9399026,CA,ChIJMQi1nglv2oARFDbbGwBx6cs,0,5,3
Winston,33.3384384,-107.6807845,NM,ChIJFbKK4J1134YRzxbH6Yela5I,0,4.5,8
Mitchell,43.3779106,-81.2692337,ON,ChIJKcz4W97PLogRgE42DEEuVCk,0,4.8,16
Falls,44.4256198,-91.2112202,WI,ChIJY8GrWosz-YcRLM-kI1OWKuw,1,4.5,97
Falls,44.4261439,-91.2102076,WI,ChIJw0B4Sdcq_4cR07pkUi4bVn8,1,4.6,96
Taylor,44.3221623,-91.1234524,WI,ChIJBT1uy7PW_ocRRcQ9nGLYqS0,0,4.6,93
Newhope,34.2351894,-93.8458596,AR,ChIJsSZqXLulNIYR-tMKQaoop60,0,4,4
Newhope,34.2301368,-93.8801269,AR,ChIJQ9LGERylNIYRB2vdVmMotGE,0,4.7,34
Newhope,34.240761,-93.8336634,AR,ChIJW0sFq9ylNIYRQrewlK6uQ2o,0,4.8,6
Monts,45.595412,-75.616797,QC,ChIJ9fQCa4ogzkwRQVQihX5Dnww,0,4,94
Monts,45.5951165,-75.6167031,QC,ChIJ9fQCa4ogzkwR4b0IRhpDwJo,1,4,217
Monts,45.593832,-75.616584,QC,ChIJ9fQCa4ogzkwRQnj-JmfWqso,1,3.8,79
Monts,45.592308,-75.662007,QC,ChIJo6t-DkkfzkwRf7HuIt8GT7I,0,4.3,6
Monts,45.5781165,-75.6335657,QC,ChIJSy3uY-8YzkwRHTKix_OVUR4,0,4,145
Monts,45.5722114,-75.6199675,QC,ChIJ3Rxho_gYzkwRuXUxHhxqAdg,0,4.2,101
Monts,45.5717204,-75.6200793,QC,ChIJm6GHsRAizkwR7jf6GWy-gRE,0,4.3,124
Loraine,48.867484,-101.5692791,ND,ChIJHyxT1pys31IRCDP20CGI2mU,2,4.9,102
Drummond,46.6676614,-113.146937,MT,ChIJl9ANYOxfXFMRdFDxvH8l0Ig,1,4.8,444
Iberia,29.9860186,-91.8522577,LA,ChIJI3vO3Bh5I4YRxXn0hjh92pQ,0,4.6,58
Iberia,29.9850095,-91.8527332,LA,ChIJK76KckB4I4YR-KXsFyx4GPo,1,4,374
Iberia,29.9858083,-91.8558175,LA,ChIJWRzUX3B5I4YRv7VzC93xVxQ,0,0,0
Iberia,29.9858083,-91.8558175,LA,ChIJHdPhFYmCI4YRRkTIb2wPa20,2,3.6,725
Iberia,29.9860024,-91.8571945,LA,ChIJCfhRlRB4I4YRRF9vAj79m4Q,1,3.9,458
Iberia,29.9846809,-91.8566583,LA,ChIJ64w1UEd4I4YRlU6alOkK1zQ,0,4,3
Iberia,29.9846807,-91.8566594,LA,ChIJr1bFUUd4I4YRTtfx7iUl2WE,1,3.9,20
Iberia,29.9861946,-91.8406295,LA,ChIJ9-5t5nJ4I4YR9GLULtdUwY8,0,4.6,38
Iberia,30.0015194,-91.8410928,LA,ChIJM9AOV3t4I4YRRD-lgQ7nqns,1,4.5,223
Iberia,30.0005755,-91.8394723,LA,ChIJHSU1MrR5I4YRngF-yfERb6I,0,0,0
Iberia,29.9923401,-91.8359861,LA,ChIJXbfCH895I4YRv8KpQ3Hx58k,0,5,1
Iberia,29.9923401,-91.8359861,LA,ChIJHdPhFYmCI4YRTyMOwZizSdg,0,4.6,111
Iberia,29.9885207,-91.8368072,LA,ChIJ-VXLjV15I4YRPAbfeprsgj8,0,0,0
Iberia,29.9927778,-91.835,LA,ChIJ__SV5HZ4I4YRnCyGunoZHo0,1,4.4,168
Iberia,29.9884283,-91.8356527,LA,ChIJue-mVTV5I4YRSNM0lW0jlsk,0,5,1
Iberia,29.9913288,-91.8348526,LA,ChIJvyL5Dgh5I4YRPjzhHTGiZwQ,0,0,0
Iberia,29.988878,-91.8351077,LA,ChIJaS_gEfF5I4YRHPUUY82xErk,0,5,2
Iberia,29.9902809,-91.8342898,LA,ChIJQeRV1HV4I4YRHBg5db6FO7A,2,4.5,148
Iberia,29.990289,-91.8327507,LA,ChIJu1VndHZ4I4YR7YtOcXQDUNU,1,3.9,765
Iberia,29.9912148,-91.8324909,LA,ChIJYdWREHZ4I4YRs4gefg_dkrw,0,0,0
Kermit,31.8523292,-103.0676215,TX,ChIJ7esaHw8a-4YRkgLDBKF7P50,0,0,0
Kermit,31.8523013,-103.0676422,TX,ChIJyx94s-gZ-4YRgJxOoxfHdQM,1,4.3,57
Kermit,31.8524694,-103.0682511,TX,ChIJ-1A7yOcb-4YRGgSUyMM387k,1,0,0
Kermit,31.8529205,-103.070755,TX,ChIJmbjIj2Ub-4YRL3iuDGWDjyc,0,4,9
