Place ID,Name,Latitude,Longitude,Address,Rating,Ratings count,Price range
ChIJ9W_yQOY1q1QRghWVQ1qrm-4,Subway,42.525128,-113.7927274,"G6G4+3W Burley, ID, USA",4.1,147,1
ChIJt7tVr282q1QRbF3svJu5fG8,Subway,42.564147,-113.7919673,"H675+M6 Burley, ID, USA",4.0,119,1
ChIJy2_BvTswq1QRk4G9WqMawEI,Subway,42.6073338,-113.6804149,"J849+WR Rupert, ID, USA",3.9,184,1
ChIJIQ7bC282q1QRV5TABfiMd5s,Little Caesars Pizza,42.563095,-113.789505,"H676+65 Burley, ID, USA",4.3,232,1
ChIJncrIHmc2q1QRwfwbHTEgjms,Morey's Steakhouse,42.55772,-113.791488,"H655+3C Burley, ID, USA",4.3,599,2
ChIJ-WHZ2zoxq1QR8TGKoEIkqfM,Wayside Cafe,42.57318639999999,-113.7297552,"H7FC+73 Heyburn, ID, USA",4.3,1291,1
ChIJfQvyv2c2q1QRVE4DsCsuRwA,Guadalajara Mexican Restaurant,42.5223082,-113.7938123,"G6C4+WF Burley, ID, USA",4.3,450,2
ChIJUQPsVOAvq1QRjfCbGb-tBdc,Acapulco,42.6186772,-113.6669986,"J89M+F6 Rupert, ID, USA",4.5,96,1
ChIJS4DOa3c2q1QRVdVyknr4QnY,Charlie's Cafe,42.53795059999999,-113.7862263,"G6Q7+5G Burley, ID, USA",4.4,207,1
ChIJHUlrwzoxq1QRSX33BkG0eVo,A&W Restaurant,42.5728714,-113.7302228,"H7F9+4W Heyburn, ID, USA",3.7,188,1
ChIJL2D6R3Q2q1QRqdNGCfQGjHI,Nostalgia Coffee & Cafe,42.5362534,-113.7922021,"G6P5+G4 Burley, ID, USA",4.7,159,2
ChIJa97jKes2q1QRlE0rjkNvrHY,Hot Stuff Pizza & Subs,42.571302,-113.7845286,"H6C8+G5 Heyburn, ID, USA",3.7,3,1
ChIJ7dWGBh8wq1QRi6CecHsAELk,Sofie's Chatterbox,42.6171114,-113.6733393,"J88G+RM Rupert, ID, USA",4.6,396,1
ChIJYRqsDW82q1QRXz5KpByK1lY,Taco Bell,42.56337200000001,-113.792354,"H675+83 Burley, ID, USA",3.6,457,1
ChIJDYGtXfg2q1QReyMIq5eljCA,Wendy's,42.5631706,-113.7910654,"H675+7H Burley, ID, USA",3.7,530,1
ChIJSxjXc_g2q1QRiNzBsQu08oU,Denny's,42.5624945,-113.7915488,"H665+X9 Burley, ID, USA",3.8,922,1
ChIJO6bfYSgXBocRFFOqMicxTxk,Subway,36.5062577,-101.7746798,"G64G+G4 Texhoma, OK, USA",3.7,43,1
ChIJyzpUDfjfBYcRDpw4AmFM1zk,Subway,36.3323416,-102.0732416,"8WJG+WP Stratford, TX, USA",1.7,11,1
ChIJi6RSYv8oBocRVM7wXscHyzA,Braum's Ice Cream & Burger Restaurant,36.6973367,-101.4835829,"MGW8+WH Guymon, OK, USA",4.2,383,1
ChIJRVcfbuAoBocR-MAe6_y3Eb8,Godfather's Pizza Express,36.6772808,-101.4813348,"MGG9+WF Guymon, OK, USA",4.2,49,2
ChIJt_dVSVQoBocR3B7Dn_nr4R0,ambassador family restaurant,36.70074839999999,-101.4833297,"PG28+7M Guymon, OK, USA",4.2,134,2
ChIJW7LRjVUoBocRcR53r6qxr8s,Mazzio's Italian Eatery,36.6981606,-101.4838381,"MGX8+7F Guymon, OK, USA",3.8,193,2
ChIJx9lY7FUoBocRJklCF1-D8Hw,McDonald's,36.6985564,-101.4838837,"MGX8+CC Guymon, OK, USA",3.6,431,1
ChIJfY-KjVUoBocRXUb3fwrIXS4,Mr Burger - Guymon,36.6987452,-101.4838062,"MGX8+FF Guymon, OK, USA",4.0,266,1
ChIJJ0btk-AoBocRSMm3RX32JiA,Vallarta Mexican Grill,36.681288,-101.472092,"MGJH+G5 Guymon, OK, USA",4.3,411,2
ChIJG5tZ0IC3CIcRzNmFlH1wY1w,Pizza Hut,37.00199299999999,-101.8906318,"2425+QP Elkhart, KS, USA",4.1,118,1
ChIJy2vvmAQpBocRV-oox7QY95U,Naifeh's Steak House,36.689896,-101.474424,"MGQG+X6 Guymon, OK, USA",4.2,175,2
ChIJibVPDBApBocRbjMBNbs5CPw,Taste of China,36.68805149999999,-101.4666496,"MGQM+68 Guymon, OK, USA",3.6,410,1
ChIJuxBrQ58XBocRs_ojW1dRwgQ,Texhoma Livestock Cafe,36.5031339,-101.7780217,"G63C+7Q Texhoma, OK, USA",4.5,326,1
ChIJ_S_bvhgXBocRPLeYzyY4ThE,Chester's,36.50591159999999,-101.7747356,"G64G+94 Texhoma, OK, USA",2.2,11,2
ChIJ1RiHWhYwYYgRo7pduAifB7g,Domino's Pizza,35.694818,-85.78101219999999,"M6V9+WH McMinnville, TN, USA",4.3,227,1
ChIJNQ2HxpOKYIgR58hBPfJfQNg,Amigo Mexican Restaurant,35.14053639999999,-85.2454643,"4QR3+6R Hixson, Chattanooga, TN, USA",4.3,707,1
ChIJTRgwbGFeYIgRaEgw8wKHqz4,Big River Grille Downtown,35.05405999999999,-85.31019,"3M3Q+JW Chattanooga, TN, USA",4.1,2152,2
ChIJ40if3RNeYIgR0i0XaoDUb9M,Subway,35.0492074,-85.28996599999999,"2PX6+M2 Chattanooga, TN, USA",3.3,8,1
ChIJeflODnxeYIgRXla1Ds5gzB4,Tupelo Honey,35.042975,-85.3085722,"2MVR+5H Chattanooga, TN, USA",4.4,1623,2
ChIJeflODnxeYIgR_-WKJv1gz0s,Public House Restaurant,35.0422207,-85.3087484,"2MRR+VG Chattanooga, TN, USA",4.6,847,2
ChIJa5MS4X5eYIgRsAECVNH907Y,Southern Star,35.0395466,-85.3098352,"2MQR+R3 Chattanooga, TN, USA",4.6,663,2
ChIJPYEbQ2ZeYIgR8QdV2C-oK3Q,Tony's Pasta Shop & Trattoria,35.0542969,-85.30500099999999,"3M3V+PX Chattanooga, TN, USA",4.5,2004,2
ChIJm0vkPOrrYIgRujBxxEREUnc,Cookie Jar Cafe,35.40925999999999,-85.33804599999999,"CM56+PQ Dunlap, TN, USA",4.5,825,1
ChIJvy9xwcruYIgRcgM174zRPFQ,Hardee's,35.38886339999999,-85.3772219,"9JQF+G4 Dunlap, TN, USA",3.8,549,1
ChIJRRbZMAEMYYgRdIlFMcggTtY,Jim Oliver's Smoke House Restaurant,35.2354026,-85.85302659999999,"64PW+5Q Monteagle, TN, USA",4.3,799,2
ChIJVZuhpGNeYIgRJVNrtUrAc3g,Sticky Fingers Ribhouse- BBQ Downtown Chattanooga,35.0514028,-85.3102989,"3M2Q+HV Chattanooga, TN, USA",4.2,2235,2
ChIJfXBbnBdeYIgRh39KOFkO1rY,Boathouse Rotisserie & Raw Bar,35.05527399999999,-85.28344899999999,"3P48+4J Chattanooga, TN, USA",4.5,2917,2
ChIJTTGCLYZjYIgRzCToDvc0tKk,Red Robin Gourmet Burgers and Brews,35.0340089,-85.1587186,"2RMR+JG Chattanooga, TN, USA",4.1,1278,2
ChIJJ455PXteYIgRE97cPNACxFw,The Honest Pint,35.04604719999999,-85.3066559,"2MWV+C8 Chattanooga, TN, USA",4.3,1314,2
ChIJPyLWsl5eYIgRM68Ks_peElo,Taco Mamacita,35.0639963,-85.3097038,"3M7R+H4 Chattanooga, TN, USA",4.5,2415,2
ChIJszDpEX1eYIgR-qHzVpjAVPs,City Cafe Diner,35.0454704,-85.31221699999999,"2MWQ+54 Chattanooga, TN, USA",4.4,4221,1
ChIJ0wvtQwIMYYgR_prlmlGtMm0,Subway,35.23939650000001,-85.85016329999999,"64QX+QW Monteagle, TN, USA",4.0,210,1
ChIJzZ8OFSOZToYR8E34w1-AprA,Fairmont Dallas,32.7857161,-96.8017967,"Q5PX+77 Dallas, TX, USA",4.4,2379,3
ChIJnepQlC-ZToYRKtPXZ6PyrxQ,Hotel ZaZa,32.794261,-96.80141599999999,"Q5VX+PC Dallas, TX, USA",4.6,1212,3
ChIJi2qoFzCZToYRkRB1UioZFXM,Hotel Crescent Court,32.7942028,-96.804205,"Q5VW+M8 Dallas, TX, USA",4.5,909,4
ChIJIXYdxyyZToYREIS-ngxkJv4,Del Frisco's Grille,32.8038961,-96.79933280000002,"R632+H7 Dallas, TX, USA",4.4,796,3
ChIJGU7NvE6ZToYRWdlaH0QsiF0,Meddlesome Moth,32.79687080000001,-96.820242,"Q5WH+PW Dallas, TX, USA",4.5,1938,2
ChIJs8StfjCZToYROdX0LGp2HXw,Ocean Prime,32.7933191,-96.8053634,"Q5VV+8V Dallas, TX, USA",4.7,1027,4
ChIJAbeKgT6ZToYRlMNqC9jpYgE,Hooters,32.7845906,-96.80850430000001,"Q5MR+RH Dallas, TX, USA",4.0,2489,2
ChIJO_4amk2ZToYRVK3lSV3WG8w,Medieval Times Dinner & Tournament,32.799874,-96.8233037,"Q5XG+WM Dallas, TX, USA",4.7,8501,3
ChIJGcrpIPOIToYRrjbxmWi8dlE,Texas Roadhouse,32.67704800000001,-97.03756,"MXG6+RX Grand Prairie, TX, USA",4.5,5423,2
ChIJDziQyoWZToYRAAIV6Mf35KQ,Lockhart Smokehouse BBQ,32.7493058,-96.8285861,"P5XC+PH Dallas, TX, USA",4.4,3127,2
ChIJsXxCXSSfToYR8iw0FQM7hDg,The Porch,32.820653,-96.7847915,"R6C8+73 Dallas, TX, USA",4.5,1181,2
ChIJZ60CBDOZToYRxFiIHUYngXY,Texas de Brazil,32.80151099999999,-96.80603699999999,"R52V+JH Dallas, TX, USA",4.6,1786,3
ChIJg_4v_TOZToYRiL6IItIqa1E,Nick & Sam's,32.7984889,-96.80744999999999,"Q5XV+92 Dallas, TX, USA",4.5,1773,4
ChIJ1xQiJxaZToYRnuQRys6KY_k,Y.O. Ranch Steakhouse,32.7813025,-96.806383,"Q5JV+GC Dallas, TX, USA",4.6,2452,3
ChIJEV40yzOZToYRU1OvXHXIAnw,Mattito's,32.808832,-96.8082309,"R55R+GP Dallas, TX, USA",4.1,1459,2
ChIJYz9tamSzalMRwjFpbEsUda0,Subway,48.5545655,-109.686392,"H837+RC Havre, MT, USA",4.0,117,1
ChIJ1WILkmezalMRlvT5WMclSFM,Guadalajara Méxican Restaurant,48.5536474,-109.6769778,"H83F+F6 Havre, MT, USA",4.1,308,2
ChIJI5a5f0SzalMRs5TRW9bLwT8,Nalivka's Original Pizza Kitchen,48.5515633,-109.6662696,"H82M+JF Havre, MT, USA",4.6,128,2
ChIJ46Ja5mezalMR281Vm-mQGDw,The Pro,48.552581,-109.6771911,"H83F+24 Havre, MT, USA",4.2,87,2
ChIJeScRVGOzalMRpaZP9U2NsqI,Canton Chinese Restaurant,48.5551411,-109.6918075,"H845+37 Havre, MT, USA",3.7,117,2
ChIJsTQ_pWSzalMRR25Hp1eGFYc,A&W Restaurant,48.55450419999999,-109.6906883,"H835+RP Havre, MT, USA",2.7,52,1
ChIJ63DR1GezalMRM3TyMwejz7w,Henny Penny Cupcakes,48.5516777,-109.6773146,"H82F+M3 Havre, MT, USA",4.5,34,1
ChIJm63VrHyzalMR3_dPjCL-trk,Taco John's,48.5551512,-109.6923359,"H845+33 Havre, MT, USA",3.9,378,1
ChIJ2wTuzEKzalMRbsvuXdy_yhc,Murphy's Pub,48.5566414,-109.7069106,"H74V+M6 Havre, MT, USA",4.3,507,2
ChIJlR3zzmezalMR9ROy43fIGgY,Wolfer's Diner,48.5527267,-109.6786575,"H83C+3G Havre, MT, USA",4.2,166,2
ChIJ1VGSl2ezalMRDoWor_BESD0,PJ's,48.5540248,-109.6778299,"H83C+JV Havre, MT, USA",4.4,314,2
ChIJdZd6eH-0alMRFkFf5JHWwWU,China Garden Restaurant,48.559089,-109.7146637,"H75P+J4 Havre, MT, USA",3.8,64,2
ChIJ2dUckWSzalMRL-fcdhyK1yA,Pizza Hut,48.55433099999999,-109.6893507,"H836+P7 Havre, MT, USA",4.0,261,1
ChIJBRtBvxF6_ogRZ5vT2vtTJzY,Poogan's Porch,32.7781296,-79.9319611,"Q3H9+76 Charleston, SC, USA",4.4,2694,2
ChIJpeswiDJ6_ogRTnDdkKSCQ1s,California Dreaming,32.7781841,-79.9593788,"Q2HR+76 Charleston, SC, USA",4.1,4236,2
ChIJRzvtEhJ6_ogRYCvfAllsQBo,Peninsula Grill,32.78092030000001,-79.9314552,"Q3J9+9C Charleston, SC, USA",4.7,561,4
ChIJnZJsHhJ6_ogRuORRv9U6bMU,Toast,32.7795283,-79.9315046,"Q3H9+R9 Charleston, SC, USA",4.2,2176,2
ChIJX--dWc1y_ogRpec1B6Mf49w,Woody's Eatery,32.805127,-79.738751,"R746+3F Isle of Palms, SC, USA",4.0,29,2
ChIJs5MtKAx6_ogRInNicW1wtNg,Magnolias,32.7793028,-79.9272477,"Q3HF+P4 Charleston, SC, USA",4.6,2409,3
ChIJr6wGaRJ6_ogRlQHEPvOJOzA,Hyman's Seafood,32.7816269,-79.9318045,"Q3J9+M7 Charleston, SC, USA",4.6,5455,2
ChIJY8eG9Qt6_ogR8_CLUdaHByk,Fleet Landing Restaurant & Bar,32.7803571,-79.92486629999999,"Q3JG+43 Charleston, SC, USA",4.5,5941,2
ChIJt5BmhQ16_ogRbwSj1J64dmA,Hank's Seafood Restaurant,32.781901,-79.929904,"Q3JC+Q2 Charleston, SC, USA",4.7,1606,3
ChIJVVNHqSrW_YgR_JdsAvdSBgA,Bowens Island Restaurant,32.675374,-79.96464399999999,"M2GP+44 Charleston, SC, USA",4.5,1665,2
ChIJ06i6Dmt6_ogRGLIqrt_VSgg,Halls Chophouse,32.7885031,-79.9378298,"Q3Q6+CV Charleston, SC, USA",4.8,3284,4
ChIJbeP2cxZ6_ogRX1-9ELT111g,Circa 1886 Restaurant,32.7798616,-79.9398972,"Q3H6+W2 Charleston, SC, USA",4.8,470,4
